Año,activa,ag_tech,agricultura_de_precision,bioinsumos,bpa_total,caminos_rurales,capacitacion,certificaciones,cuenta,economia_circular,efic_energ_y_energia_renov,eje_alianza,eje_persona,eje_planeta,eje_prosperidad,geometry,gestion_de_riesgo,id,indic_agro,integ_comunidad,manejo_de_cultivo_int,manejo_ganaderia_integrada,n_explotacion,nutricion_suelo,participacion_grup_asociativo,pasturas_implantadas,plan_pecuario,polinizacion,responsabilidad_social,rotacion_gramineas,sistema_terraza,superficie,superficie_bpa,tecn_pecuaria,tranqueras_abiertas,trazabilidad,centroide_proj,lon,lat,departamen,localidad
2022-01-01,0,No reportado,No reportado,No reportado,3,No reportado,No reportado,No reportado,130507210369,No reportado,No reportado,No reportado,No,Si,Si,POINT (4382952.912016742 6568102.6645050105),No reportado,bpa2022.5715,No reportado,No reportado,No reportado,No reportado,Campo Escuela,No reportado,No reportado,Si,No reportado,No reportado,No reportado,Si,No reportado,9.400000,9.000000,Si,No reportado,No reportado,POINT (4382952.879700371 6568102.617473721),-64.225784,-31.020235,COLON,LA GRANJA
2022-01-01,0,Si,Si,No reportado,7,No reportado,Si,No reportado,130235003440,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4399728.340777519 6572242.964003769),No reportado,bpa2022.864,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,9.720000,9.720000,No reportado,No reportado,Si,POINT (4399728.339841081 6572242.90923198),-64.049720,-30.984446,COLON,COLONIA CAROYA
2022-01-01,0,Si,Si,No reportado,7,No reportado,Si,No reportado,130235003440,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4399728.340777519 6572242.964003769),No reportado,bpa2022.864,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,9.720000,9.720000,No reportado,No reportado,Si,POINT (4399728.339841081 6572242.90923198),-64.049720,-30.984446,COLON,JESUS MARIA
2022-01-01,0,Si,Si,No reportado,7,No reportado,Si,No reportado,130235004527,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4402852.740983996 6569201.294747823),No reportado,bpa2022.868,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,10.010000,10.010000,No reportado,No reportado,Si,POINT (4402852.762323341 6569201.277653737),-64.017307,-31.012138,COLON,COLONIA CAROYA
2022-01-01,0,Si,Si,No reportado,7,No reportado,Si,No reportado,130235003644,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4402045.613875716 6571697.160763842),No reportado,bpa2022.869,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,10.010000,10.010000,No reportado,No reportado,Si,POINT (4402045.577613087 6571697.167563614),-64.025517,-30.989563,COLON,COLONIA CAROYA
2022-01-01,0,Si,Si,No reportado,7,No reportado,Si,No reportado,130235004519,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4402665.838083364 6569388.313279378),No reportado,bpa2022.870,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,10.010000,10.010000,No reportado,No reportado,Si,POINT (4402665.820632859 6569388.283061242),-64.019246,-31.010436,COLON,COLONIA CAROYA
2022-01-01,0,Si,Si,No reportado,7,No reportado,Si,No reportado,130235005043,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4403228.126804186 6568840.347433712),No reportado,bpa2022.875,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,9.970000,9.970000,No reportado,No reportado,Si,POINT (4403228.08181619 6568840.304232549),-64.013411,-31.015424,COLON,COLONIA CAROYA
2022-01-01,0,Si,Si,No reportado,7,No reportado,Si,No reportado,130235004179,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4403440.688376297 6570913.317313206),No reportado,bpa2022.877,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,10.010000,10.010000,No reportado,No reportado,Si,POINT (4403440.733901813 6570913.293135731),-64.010988,-30.996747,COLON,COLONIA CAROYA
2022-01-01,0,Si,Si,No reportado,7,No reportado,Si,No reportado,130235004187,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4403626.436550404 6570728.492366915),No reportado,bpa2022.878,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,10.010000,10.010000,No reportado,No reportado,Si,POINT (4403626.43589734 6570728.457794103),-64.009061,-30.998429,COLON,COLONIA CAROYA
2022-01-01,0,Si,Si,No reportado,7,No reportado,Si,No reportado,130235004896,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4403968.8307893835 6569244.158665052),No reportado,bpa2022.879,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,9.970000,9.970000,No reportado,No reportado,Si,POINT (4403968.813718732 6569244.15224832),-64.005617,-31.011843,COLON,COLONIA CAROYA
2022-01-01,0,Si,Si,No reportado,7,No reportado,Si,No reportado,130235003512,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4399271.423567048 6571423.172989751),No reportado,bpa2022.889,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,11.630000,11.630000,No reportado,No reportado,Si,POINT (4399271.470432685 6571423.224782793),-64.054584,-30.991800,COLON,ESTACION CAROYA
2022-01-01,0,Si,Si,No reportado,7,No reportado,Si,No reportado,130235003512,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4399271.423567048 6571423.172989751),No reportado,bpa2022.889,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,11.630000,11.630000,No reportado,No reportado,Si,POINT (4399271.470432685 6571423.224782793),-64.054584,-30.991800,COLON,COLONIA CAROYA
2022-01-01,0,Si,Si,No reportado,7,No reportado,Si,No reportado,130235003512,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4399271.423567048 6571423.172989751),No reportado,bpa2022.889,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,11.630000,11.630000,No reportado,No reportado,Si,POINT (4399271.470432685 6571423.224782793),-64.054584,-30.991800,COLON,JESUS MARIA
2022-01-01,0,Si,Si,No reportado,7,No reportado,Si,No reportado,130235005116,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4403124.630648279 6568376.560373517),No reportado,bpa2022.891,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,10.000000,10.000000,No reportado,No reportado,Si,POINT (4403124.646417286 6568376.509372835),-64.014539,-31.019598,COLON,COLONIA CAROYA
2022-01-01,0,Si,Si,No reportado,7,No reportado,Si,No reportado,130235005060,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4403595.433587381 6568482.862564206),No reportado,bpa2022.892,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,9.970000,9.970000,No reportado,No reportado,Si,POINT (4403595.464675607 6568482.861560796),-64.009599,-31.018678,COLON,COLONIA CAROYA
2022-01-01,0,Si,Si,No reportado,7,No reportado,Si,No reportado,130235004616,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4401468.587647574 6569989.926145647),No reportado,bpa2022.893,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,10.010000,10.010000,No reportado,No reportado,Si,POINT (4401468.602261373 6569989.9196786145),-64.031723,-31.004911,COLON,COLONIA CAROYA
2022-01-01,0,Si,Si,No reportado,7,No reportado,Si,No reportado,130235005001,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4404055.845806246 6568598.585916351),No reportado,bpa2022.894,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,9.970000,9.970000,No reportado,No reportado,Si,POINT (4404055.8651133785 6568598.582332309),-64.004767,-31.017672,COLON,COLONIA CAROYA
2022-01-01,0,Si,Si,No reportado,7,No reportado,Si,No reportado,130235003466,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4399249.784625177 6572103.599194501),No reportado,bpa2022.895,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,10.750000,10.750000,No reportado,No reportado,Si,POINT (4399249.776895359 6572103.642005229),-64.054743,-30.985662,COLON,COLONIA CAROYA
2022-01-01,0,Si,Si,No reportado,7,No reportado,Si,No reportado,130235003466,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4399249.784625177 6572103.599194501),No reportado,bpa2022.895,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,10.750000,10.750000,No reportado,No reportado,Si,POINT (4399249.776895359 6572103.642005229),-64.054743,-30.985662,COLON,JESUS MARIA
2022-01-01,0,Si,Si,No reportado,7,No reportado,Si,No reportado,130235004403,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4402947.5221272 6569677.867308995),No reportado,bpa2022.899,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,10.010000,10.010000,No reportado,No reportado,Si,POINT (4402947.546781993 6569677.843774086),-64.016269,-31.007848,COLON,COLONIA CAROYA
2022-01-01,0,Si,Si,No reportado,7,No reportado,Si,No reportado,130235005124,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4402945.985166634 6568550.352264577),No reportado,bpa2022.900,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,10.000000,10.000000,No reportado,No reportado,Si,POINT (4402945.9721287675 6568550.349315272),-64.016393,-31.018016,COLON,COLONIA CAROYA
2022-01-01,0,Si,Si,No reportado,7,No reportado,Si,No reportado,130235004420,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4402580.148114848 6570035.885156693),No reportado,bpa2022.902,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,10.010000,10.010000,No reportado,No reportado,Si,POINT (4402580.116970442 6570035.913222517),-64.020081,-31.004589,COLON,COLONIA CAROYA
2022-01-01,0,Si,Si,No reportado,7,No reportado,Si,No reportado,130235005051,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4403406.7731844485 6568666.439981182),No reportado,bpa2022.906,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,9.970000,9.970000,No reportado,No reportado,Si,POINT (4403406.7561046975 6568666.464290264),-64.011557,-31.017007,COLON,COLONIA CAROYA
2022-01-01,0,Si,Si,No reportado,7,No reportado,Si,No reportado,130235003181,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4398438.590586995 6572554.2918784525),No reportado,bpa2022.907,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,11.190000,11.190000,No reportado,No reportado,Si,POINT (4398438.616050697 6572554.241939387),-64.063189,-30.981528,COLON,COLONIA CAROYA
2022-01-01,0,Si,Si,No reportado,7,No reportado,Si,No reportado,130235003181,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4398438.590586995 6572554.2918784525),No reportado,bpa2022.907,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,11.190000,11.190000,No reportado,No reportado,Si,POINT (4398438.616050697 6572554.241939387),-64.063189,-30.981528,COLON,JESUS MARIA
2022-01-01,0,Si,Si,No reportado,7,No reportado,Si,No reportado,130235003181,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4398438.590586995 6572554.2918784525),No reportado,bpa2022.907,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,11.190000,11.190000,No reportado,No reportado,Si,POINT (4398438.616050697 6572554.241939387),-64.063189,-30.981528,TOTORAL,SINSACATE
2022-01-01,0,Si,Si,No reportado,7,No reportado,Si,No reportado,130235003890,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4401276.883368804 6570268.026451619),No reportado,bpa2022.908,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,11.520000,11.520000,No reportado,No reportado,Si,POINT (4401276.897964435 6570268.047851666),-64.033703,-31.002387,COLON,COLONIA CAROYA
2022-01-01,0,Si,Si,No reportado,7,No reportado,Si,No reportado,130235003474,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4399426.993179559 6571932.846484708),No reportado,bpa2022.914,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,10.750000,10.750000,No reportado,No reportado,Si,POINT (4399426.9713878315 6571932.846872255),-64.052905,-30.987217,COLON,COLONIA CAROYA
2022-01-01,0,Si,Si,No reportado,7,No reportado,Si,No reportado,130235003474,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4399426.993179559 6571932.846484708),No reportado,bpa2022.914,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,10.750000,10.750000,No reportado,No reportado,Si,POINT (4399426.9713878315 6571932.846872255),-64.052905,-30.987217,COLON,JESUS MARIA
2022-01-01,0,Si,Si,No reportado,7,No reportado,Si,No reportado,130235003814,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4400739.08119446 6571836.621859982),No reportado,bpa2022.915,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,10.010000,10.010000,No reportado,No reportado,Si,POINT (4400739.084720944 6571836.661873476),-64.039180,-30.988196,COLON,COLONIA CAROYA
2022-01-01,0,Si,Si,No reportado,7,No reportado,Si,No reportado,130235003814,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4400739.08119446 6571836.621859982),No reportado,bpa2022.915,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,10.010000,10.010000,No reportado,No reportado,Si,POINT (4400739.084720944 6571836.661873476),-64.039180,-30.988196,COLON,JESUS MARIA
2022-01-01,0,Si,Si,No reportado,7,No reportado,Si,No reportado,130235005019,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4403877.212526648 6568772.393132074),No reportado,bpa2022.919,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,9.970000,9.970000,No reportado,No reportado,Si,POINT (4403877.190824688 6568772.422274423),-64.006621,-31.016090,COLON,COLONIA CAROYA
2022-01-01,0,Si,Si,No reportado,7,No reportado,Si,No reportado,130235003521,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4399106.974665341 6571780.003659675),No reportado,bpa2022.932,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,10.010000,10.010000,No reportado,No reportado,Si,POINT (4399107.00604675 6571779.958416534),-64.056270,-30.988568,COLON,COLONIA CAROYA
2022-01-01,0,Si,Si,No reportado,7,No reportado,Si,No reportado,130235003521,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4399106.974665341 6571780.003659675),No reportado,bpa2022.932,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,10.010000,10.010000,No reportado,No reportado,Si,POINT (4399107.00604675 6571779.958416534),-64.056270,-30.988568,COLON,JESUS MARIA
2022-01-01,0,Si,Si,No reportado,7,No reportado,Si,No reportado,130235003334,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4398375.570426553 6571601.269132605),No reportado,bpa2022.937,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,9.810000,9.810000,No reportado,No reportado,Si,POINT (4398375.54241898 6571601.21490924),-64.063944,-30.990117,COLON,ESTACION CAROYA
2022-01-01,0,Si,Si,No reportado,7,No reportado,Si,No reportado,130235003334,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4398375.570426553 6571601.269132605),No reportado,bpa2022.937,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,9.810000,9.810000,No reportado,No reportado,Si,POINT (4398375.54241898 6571601.21490924),-64.063944,-30.990117,COLON,COLONIA CAROYA
2022-01-01,0,Si,Si,No reportado,7,No reportado,Si,No reportado,130235003334,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4398375.570426553 6571601.269132605),No reportado,bpa2022.937,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,9.810000,9.810000,No reportado,No reportado,Si,POINT (4398375.54241898 6571601.21490924),-64.063944,-30.990117,COLON,JESUS MARIA
2022-01-01,0,Si,Si,No reportado,7,No reportado,Si,No reportado,130235004152,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4403066.645331122 6571277.279528898),No reportado,bpa2022.938,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,10.010000,10.010000,No reportado,No reportado,Si,POINT (4403066.67032886 6571277.235212036),-64.014869,-30.993434,COLON,COLONIA CAROYA
2022-01-01,0,Si,Si,No reportado,7,No reportado,Si,No reportado,130235004268,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4403155.122486005 6570625.2954858495),No reportado,bpa2022.941,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,Si,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,10.010000,10.010000,No reportado,No reportado,Si,POINT (4403155.145670755 6570625.249262893),-64.014005,-30.999321,COLON,COLONIA CAROYA
2022-01-01,0,No reportado,Si,No reportado,6,No reportado,Si,No reportado,130303728113,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4412381.40594776 6556933.389815062),No reportado,bpa2022.1078,No reportado,No reportado,No reportado,No reportado,Rene Carreño,Si,Si,No reportado,No reportado,No reportado,Si,Si,No reportado,16.910000,16.910000,No reportado,No reportado,No reportado,POINT (4412381.404016138 6556933.4444546485),-63.918599,-31.123522,COLON,NUÑEZ DEL PRADO
2022-01-01,0,No reportado,Si,No reportado,6,No reportado,Si,No reportado,130303728113,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4412381.40594776 6556933.389815062),No reportado,bpa2022.1078,No reportado,No reportado,No reportado,No reportado,Rene Carreño,Si,Si,No reportado,No reportado,No reportado,Si,Si,No reportado,16.910000,16.910000,No reportado,No reportado,No reportado,POINT (4412381.404016138 6556933.4444546485),-63.918599,-31.123522,COLON,TINOCO
2022-01-01,0,No reportado,No reportado,No reportado,2,No reportado,Si,No reportado,130319707728,No reportado,No reportado,No reportado,Si,No,No,POINT (4391328.395087291 6553388.282883141),No reportado,bpa2022.8728,No reportado,No reportado,No reportado,No reportado,Francisco,No reportado,Si,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,24.850000,20.000000,No reportado,No reportado,No reportado,POINT (4391328.441617822 6553388.307895156),-64.139669,-31.153728,COLON,GENERAL PAZ
2022-01-01,0,No reportado,No reportado,No reportado,3,No reportado,Si,No reportado,310301701810,No reportado,No reportado,No reportado,Si,Si,No,POINT (4403552.505476901 6517137.539641883),No reportado,bpa2022.8731,No reportado,No reportado,No reportado,No reportado,ASOCIACION COOPERADORA DEL CAMPO ESCUELA DE LA FACULTAD DE CIENCIAS AGROPECUARIAS DE LA UNIVERSIDAD NACIONAL DE CORDOBA,No reportado,Si,No reportado,No reportado,No reportado,No reportado,No reportado,Si,44.320000,44.320000,No reportado,No reportado,No reportado,POINT (4403552.488174422 6517137.572021617),-64.014990,-31.481699,COLON,VILLA CORAZON DE MARIA
2022-01-01,0,Si,Si,No reportado,9,No reportado,Si,No reportado,340101964596,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4400233.336853929 6617926.744255495),No reportado,bpa2022.1214,No reportado,No reportado,No reportado,No reportado,1,Si,Si,Si,No reportado,No reportado,No reportado,Si,No reportado,2082.140000,1400.000000,Si,No reportado,No reportado,POINT (4400233.321834739 6617926.700963489),-64.039992,-30.572493,TOTORAL,LAS PEÑAS
2022-01-01,0,No reportado,No reportado,No reportado,4,No reportado,Si,No reportado,350502811119,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4438798.338032044 6637721.6932208),No reportado,bpa2022.2122,No reportado,No reportado,No reportado,No reportado,Las Palmas,No reportado,Si,No reportado,No reportado,No reportado,No reportado,Si,No reportado,150.000000,138.200000,No reportado,No reportado,Si,POINT (4438798.381927719 6637721.729247534),-63.636845,-30.396538,TULUMBA,LAS ARRIAS
2022-01-01,0,No reportado,No reportado,No reportado,2,No reportado,No reportado,No reportado,340501967985,No reportado,No reportado,No reportado,No,Si,No,POINT (4379922.182050393 6576028.925754937),No reportado,bpa2022.6214,No reportado,No reportado,No reportado,No reportado,Pompeya,No reportado,No reportado,Si,No reportado,No reportado,No reportado,Si,No reportado,79.130000,79.130000,No reportado,No reportado,No reportado,POINT (4379922.200307734 6576028.886147528),-64.256580,-30.948455,COLON,ASCOCHINGA
2022-01-01,0,No reportado,No reportado,No reportado,2,No reportado,No reportado,No reportado,340501967985,No reportado,No reportado,No reportado,No,Si,No,POINT (4379922.182050393 6576028.925754937),No reportado,bpa2022.6214,No reportado,No reportado,No reportado,No reportado,Pompeya,No reportado,No reportado,Si,No reportado,No reportado,No reportado,Si,No reportado,79.130000,79.130000,No reportado,No reportado,No reportado,POINT (4379922.200307734 6576028.886147528),-64.256580,-30.948455,COLON,SAN CARLOS DE ASCOCHINGA
2022-01-01,0,No reportado,No reportado,No reportado,2,No reportado,No reportado,No reportado,340501967985,No reportado,No reportado,No reportado,No,Si,No,POINT (4379922.182050393 6576028.925754937),No reportado,bpa2022.6214,No reportado,No reportado,No reportado,No reportado,Pompeya,No reportado,No reportado,Si,No reportado,No reportado,No reportado,Si,No reportado,79.130000,79.130000,No reportado,No reportado,No reportado,POINT (4379922.200307734 6576028.886147528),-64.256580,-30.948455,TOTORAL,LA PAMPA
2022-01-01,0,No reportado,No reportado,No reportado,1,No reportado,No reportado,No reportado,310303545891,No reportado,No reportado,No reportado,No,Si,No,POINT (4403852.810813001 6518457.635836916),No reportado,bpa2022.6230,No reportado,No reportado,No reportado,No reportado,ASOCIACION COOPERADORA DEL CAMPO ESCUELA DE LA FACULTAD DE CIENCIAS AGROPECUARIAS DE LA UNIVERSIDAD NACIONAL DE CORDOBA,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,Si,No reportado,57.130000,57.130000,No reportado,No reportado,No reportado,POINT (4403852.765788111 6518457.590327325),-64.011702,-31.469820,COLON,VILLA CORAZON DE MARIA
2022-01-01,0,No reportado,No reportado,No reportado,1,No reportado,No reportado,No reportado,130319707621,No reportado,No reportado,No reportado,No,Si,No,POINT (4392471.535949978 6550220.878968268),No reportado,bpa2022.6385,No reportado,No reportado,No reportado,No reportado,Panci Operman,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,Si,No reportado,15.140000,15.000000,No reportado,No reportado,No reportado,POINT (4392471.560650558 6550220.836375218),-64.128021,-31.182396,COLON,GENERAL PAZ
2022-01-01,0,No reportado,No reportado,No reportado,2,No reportado,Si,No reportado,130228336450,No reportado,No reportado,No reportado,Si,Si,No,POINT (4401786.213642465 6569211.110751619),No reportado,bpa2022.9199,No reportado,No reportado,No reportado,No reportado,LA RESILIENCIA,No reportado,No reportado,Si,No reportado,No reportado,No reportado,No reportado,No reportado,6.320000,6.000000,No reportado,No reportado,No reportado,POINT (4401786.207287429 6569211.086082143),-64.028473,-31.011961,COLON,COLONIA CAROYA
2022-01-01,0,No reportado,No reportado,No reportado,7,No reportado,Si,No reportado,170122560085,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4384744.956150314 6595139.754313475),No reportado,bpa2022.3096,No reportado,No reportado,No reportado,No reportado,Establecimiento La Soñada S.A.S.,Si,Si,Si,No reportado,No reportado,Si,Si,No reportado,36.000000,16.000000,Si,No reportado,No reportado,POINT (4384744.95024017 6595139.705063818),-64.203965,-30.776598,ISCHILIN,CAÑADA DE RIO PINTO (La Verde)
2022-01-01,0,No reportado,No reportado,No reportado,1,No reportado,No reportado,No reportado,340417702518,No reportado,No reportado,No reportado,No,Si,No,POINT (4400804.971296759 6576368.419959835),No reportado,bpa2022.6461,No reportado,No reportado,No reportado,No reportado,ESTANCIA LA ROSA,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,Si,No reportado,16.990000,16.000000,No reportado,No reportado,No reportado,POINT (4400804.935042486 6576368.387159527),-64.038048,-30.947333,TOTORAL,SINSACATE
2022-01-01,0,No reportado,No reportado,No reportado,1,No reportado,No reportado,No reportado,251018876127,No reportado,No reportado,No reportado,No,Si,No,POINT (4418208.338148662 6536315.97404277),No reportado,bpa2022.6893,No reportado,No reportado,No reportado,No reportado,KM691,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,Si,No reportado,224.300000,195.000000,No reportado,No reportado,No reportado,POINT (4418208.325735193 6536315.997290642),-63.859195,-31.309877,COLON,BLAS DE ROSALES
2022-01-01,0,No reportado,No reportado,No reportado,6,No reportado,Si,No reportado,130302370011,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4415862.273202682 6556131.692078389),No reportado,bpa2022.3442,No reportado,No reportado,No reportado,No reportado,M`burucuya,Si,Si,No reportado,No reportado,No reportado,Si,Si,No reportado,29.260000,28.000000,Si,No reportado,No reportado,POINT (4415862.239108991 6556131.714725252),-63.882176,-31.131007,COLON,TINOCO
2022-01-01,0,No reportado,No reportado,No reportado,6,No reportado,Si,No reportado,130320985359,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4410517.642442916 6552796.670017255),No reportado,bpa2022.3435,No reportado,No reportado,No reportado,No reportado,M`burucuya,Si,Si,No reportado,No reportado,No reportado,Si,Si,No reportado,329.730000,300.000000,Si,No reportado,No reportado,POINT (4410517.641778322 6552796.652864249),-63.938504,-31.160687,COLON,NUÑEZ DEL PRADO
2022-01-01,0,No reportado,No reportado,No reportado,6,No reportado,Si,No reportado,130300608320,No reportado,No reportado,No reportado,Si,Si,Si,POINT (4398958.867474582 6552064.940826225),No reportado,bpa2022.3437,No reportado,No reportado,No reportado,No reportado,M`burucuya,Si,Si,No reportado,No reportado,No reportado,Si,Si,No reportado,100.090000,80.000000,Si,No reportado,No reportado,POINT (4398958.891897548 6552064.936133001),-64.059791,-31.166345,COLON,LA PUERTA
2022-01-01,0,No reportado,No reportado,No reportado,4,No reportado,Si,No reportado,110116188341,No reportado,No reportado,No reportado,Si,No,Si,POINT (4395063.668162892 6531362.847489565),No reportado,bpa2022.9413,No reportado,No reportado,Si,No reportado,CHACRA FLORES ALFARO NORVERTO,No reportado,Si,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,16.120000,10.000000,No reportado,No reportado,Si,POINT (4395063.625685869 6531362.822101414),-64.102809,-31.352685,COLON,MALVINAS ARGENTINAS
