Año,activa,ag_tech,agricultura_de_precision,bioinsumos,bpa_total,caminos_rurales,capacitacion,certificaciones,cuenta,economia_circular,efic_energ_y_energia_renov,eje_alianza,eje_persona,eje_planeta,eje_prosperidad,geometry,gestion_de_riesgo,id,indic_agro,integ_comunidad,manejo_de_cultivo_int,manejo_ganaderia_integrada,n_explotacion,nutricion_suelo,participacion_grup_asociativo,pasturas_implantadas,plan_pecuario,polinizacion,responsabilidad_social,rotacion_gramineas,sistema_terraza,superficie,superficie_bpa,tecn_pecuaria,tranqueras_abiertas,trazabilidad,centroide_proj,lon,lat,departamen,localidad
2020-01-01,0,No reportado,No reportado,No reportado,1,No reportado,No reportado,No reportado,130217732809,No reportado,No reportado,No reportado,si,No reportado,No reportado,POINT (4391145.25291988 6571187.571097154),No reportado,bpa2020.38,No reportado,No reportado,No reportado,No reportado,La Lonja,No reportado,si,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,287.700000,228.000000,No reportado,No reportado,No reportado,POINT (4391145.259915859 6571187.570222551),-64.139673,-30.993202,COLON,ESTACION CAROYA
2020-01-01,0,No reportado,No reportado,No reportado,1,No reportado,No reportado,No reportado,130217732809,No reportado,No reportado,No reportado,si,No reportado,No reportado,POINT (4391145.25291988 6571187.571097154),No reportado,bpa2020.38,No reportado,No reportado,No reportado,No reportado,La Lonja,No reportado,si,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,287.700000,228.000000,No reportado,No reportado,No reportado,POINT (4391145.259915859 6571187.570222551),-64.139673,-30.993202,COLON,JESUS MARIA
2020-01-01,0,No reportado,No reportado,No reportado,1,No reportado,No reportado,No reportado,130315044805,No reportado,No reportado,No reportado,No reportado,si,No reportado,POINT (4392838.078034203 6550515.928005886),No reportado,bpa2020.64,No reportado,No reportado,No reportado,No reportado,Panci Operman,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,si,No reportado,25.050000,25.000000,No reportado,No reportado,No reportado,POINT (4392838.068415822 6550515.893003819),-64.124145,-31.179769,COLON,GENERAL PAZ
2020-01-01,0,No reportado,No reportado,No reportado,1,No reportado,No reportado,No reportado,130319472160,No reportado,No reportado,No reportado,No reportado,si,No reportado,POINT (4399789.500046405 6533533.29281291),No reportado,bpa2020.81,No reportado,No reportado,No reportado,No reportado,SAC 21,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,si,No reportado,21.810000,21.000000,No reportado,No reportado,No reportado,POINT (4399789.463962093 6533533.298017358),-64.052933,-31.333530,COLON,MALVINAS ARGENTINAS
2020-01-01,0,No reportado,No reportado,No reportado,1,No reportado,No reportado,No reportado,130319472160,No reportado,No reportado,No reportado,No reportado,si,No reportado,POINT (4399789.500046405 6533533.29281291),No reportado,bpa2020.81,No reportado,No reportado,No reportado,No reportado,SAC 21,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,si,No reportado,21.810000,21.000000,No reportado,No reportado,No reportado,POINT (4399789.463962093 6533533.298017358),-64.052933,-31.333530,COLON,MI GRANJA
2020-01-01,0,No reportado,si,No reportado,1,No reportado,No reportado,No reportado,130324328476,No reportado,No reportado,No reportado,No reportado,No reportado,si,POINT (4390771.817103263 6536827.368300654),No reportado,bpa2020.107,No reportado,No reportado,No reportado,No reportado,GHELLI,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,18.400000,18.000000,No reportado,No reportado,No reportado,POINT (4390771.802601694 6536827.42297879),-64.147308,-31.303014,COLON,GUIÑAZU
2020-01-01,0,No reportado,si,No reportado,1,No reportado,No reportado,No reportado,130324328476,No reportado,No reportado,No reportado,No reportado,No reportado,si,POINT (4390771.817103263 6536827.368300654),No reportado,bpa2020.107,No reportado,No reportado,No reportado,No reportado,GHELLI,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,18.400000,18.000000,No reportado,No reportado,No reportado,POINT (4390771.802601694 6536827.42297879),-64.147308,-31.303014,COLON,VILLA LOS LLANOS
2020-01-01,0,No reportado,si,No reportado,1,No reportado,No reportado,No reportado,130324328476,No reportado,No reportado,No reportado,No reportado,No reportado,si,POINT (4390771.817103263 6536827.368300654),No reportado,bpa2020.107,No reportado,No reportado,No reportado,No reportado,GHELLI,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,18.400000,18.000000,No reportado,No reportado,No reportado,POINT (4390771.802601694 6536827.42297879),-64.147308,-31.303014,COLON,JUAREZ CELMAN
2020-01-01,0,No reportado,si,No reportado,1,No reportado,No reportado,No reportado,130316859004,No reportado,No reportado,No reportado,No reportado,No reportado,si,POINT (4390339.061973426 6536688.670829211),No reportado,bpa2020.133,No reportado,No reportado,No reportado,No reportado,GIORDANO,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,35.050000,35.000000,No reportado,No reportado,No reportado,POINT (4390339.02688842 6536688.724193449),-64.151868,-31.304224,COLON,GUIÑAZU
2020-01-01,0,No reportado,si,No reportado,1,No reportado,No reportado,No reportado,130316859004,No reportado,No reportado,No reportado,No reportado,No reportado,si,POINT (4390339.061973426 6536688.670829211),No reportado,bpa2020.133,No reportado,No reportado,No reportado,No reportado,GIORDANO,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,35.050000,35.000000,No reportado,No reportado,No reportado,POINT (4390339.02688842 6536688.724193449),-64.151868,-31.304224,COLON,VILLA LOS LLANOS
2020-01-01,0,No reportado,si,No reportado,1,No reportado,No reportado,No reportado,130316859004,No reportado,No reportado,No reportado,No reportado,No reportado,si,POINT (4390339.061973426 6536688.670829211),No reportado,bpa2020.133,No reportado,No reportado,No reportado,No reportado,GIORDANO,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,35.050000,35.000000,No reportado,No reportado,No reportado,POINT (4390339.02688842 6536688.724193449),-64.151868,-31.304224,COLON,JUAREZ CELMAN
2020-01-01,0,No reportado,No reportado,No reportado,1,No reportado,No reportado,No reportado,130400534978,No reportado,No reportado,No reportado,No reportado,si,No reportado,POINT (4384775.603696075 6545199.448513849),No reportado,bpa2020.145,No reportado,No reportado,No reportado,No reportado,MALDONADO,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,si,No reportado,125.000000,105.000000,No reportado,No reportado,No reportado,POINT (4384775.593441178 6545199.497954821),-64.209316,-31.226943,COLON,JUAREZ CELMAN
2020-01-01,0,No reportado,No reportado,No reportado,1,No reportado,si,No reportado,170115167246,No reportado,No reportado,No reportado,si,No reportado,No reportado,POINT (4384499.329074506 6593748.540232705),No reportado,bpa2020.161,No reportado,No reportado,No reportado,No reportado,El Cóndor,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,38.560000,38.560000,No reportado,No reportado,No reportado,POINT (4384499.294615466 6593748.587195658),-64.206687,-30.789120,ISCHILIN,CAÑADA DE RIO PINTO (La Verde)
2020-01-01,0,No reportado,No reportado,No reportado,1,No reportado,No reportado,No reportado,340202895846,No reportado,No reportado,No reportado,No reportado,si,No reportado,POINT (4430813.107460857 6603977.630943465),No reportado,bpa2020.220,No reportado,No reportado,No reportado,No reportado,ORDOÑEZ,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,si,No reportado,31.660000,31.660000,No reportado,No reportado,No reportado,POINT (4430813.0878217835 6603977.6783744395),-63.722181,-30.700462,TOTORAL,CAÑADA DE LUQUE
2020-01-01,0,No reportado,No reportado,No reportado,1,No reportado,No reportado,No reportado,340201958607,No reportado,No reportado,No reportado,No reportado,si,No reportado,POINT (4430639.767181555 6604337.406230424),No reportado,bpa2020.230,No reportado,No reportado,No reportado,No reportado,ORDOÑEZ,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,si,No reportado,12.680000,12.000000,No reportado,No reportado,No reportado,POINT (4430639.807902252 6604337.365683819),-63.723966,-30.697207,TOTORAL,CAÑADA DE LUQUE
2020-01-01,0,No reportado,No reportado,No reportado,1,No reportado,No reportado,No reportado,340405204253,No reportado,No reportado,No reportado,No reportado,si,No reportado,POINT (4399729.492827769 6578723.675790748),No reportado,bpa2020.244,No reportado,No reportado,No reportado,No reportado,DON OMAR,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,si,No reportado,72.840000,72.840000,No reportado,No reportado,No reportado,POINT (4399729.520549112 6578723.667903994),-64.049069,-30.926002,TOTORAL,SINSACATE
2020-01-01,0,No reportado,No reportado,No reportado,1,No reportado,No reportado,No reportado,130302905623,No reportado,No reportado,No reportado,No reportado,si,No reportado,POINT (4413686.622962583 6546855.028642729),No reportado,bpa2020.270,No reportado,No reportado,No reportado,No reportado,Miani,si,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,23.830000,23.830000,No reportado,No reportado,No reportado,POINT (4413686.6060561575 6546855.03375111),-63.905781,-31.214508,COLON,BLAS DE ROSALES
2020-01-01,0,No reportado,No reportado,No reportado,1,No reportado,si,No reportado,170120249722,No reportado,No reportado,No reportado,si,No reportado,No reportado,POINT (4373198.904098283 6609154.81679617),No reportado,bpa2020.286,No reportado,No reportado,No reportado,No reportado,PALO CAIDO,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,187.350000,187.350000,No reportado,No reportado,No reportado,POINT (4373198.921936834 6609154.821885842),-64.322824,-30.649040,ISCHILIN,VILLA ALBERTINA
2020-01-01,0,No reportado,No reportado,No reportado,1,No reportado,si,No reportado,170120249722,No reportado,No reportado,No reportado,si,No reportado,No reportado,POINT (4373198.904098283 6609154.81679617),No reportado,bpa2020.286,No reportado,No reportado,No reportado,No reportado,PALO CAIDO,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,187.350000,187.350000,No reportado,No reportado,No reportado,POINT (4373198.921936834 6609154.821885842),-64.322824,-30.649040,ISCHILIN,CERRO NEGRO
2020-01-01,0,No reportado,No reportado,No reportado,1,No reportado,No reportado,No reportado,130426051495,No reportado,No reportado,No reportado,No reportado,si,No reportado,POINT (4387961.409204782 6555153.480278095),No reportado,bpa2020.297,No reportado,No reportado,No reportado,No reportado,Grion,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,si,No reportado,17.370000,17.000000,No reportado,No reportado,No reportado,POINT (4387961.393168325 6555153.447760776),-64.174777,-31.137493,COLON,GENERAL PAZ
2020-01-01,0,No reportado,si,No reportado,1,No reportado,No reportado,No reportado,130300601058,No reportado,No reportado,No reportado,No reportado,No reportado,si,POINT (4391343.823936701 6537202.590756479),No reportado,bpa2020.331,No reportado,No reportado,No reportado,No reportado,SILVI,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,13.490000,13.000000,No reportado,No reportado,No reportado,POINT (4391343.794021111 6537202.610709292),-64.141260,-31.299684,COLON,GUIÑAZU
2020-01-01,0,No reportado,si,No reportado,1,No reportado,No reportado,No reportado,130300601058,No reportado,No reportado,No reportado,No reportado,No reportado,si,POINT (4391343.823936701 6537202.590756479),No reportado,bpa2020.331,No reportado,No reportado,No reportado,No reportado,SILVI,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,13.490000,13.000000,No reportado,No reportado,No reportado,POINT (4391343.794021111 6537202.610709292),-64.141260,-31.299684,COLON,VILLA LOS LLANOS
2020-01-01,0,No reportado,si,No reportado,1,No reportado,No reportado,No reportado,130300601058,No reportado,No reportado,No reportado,No reportado,No reportado,si,POINT (4391343.823936701 6537202.590756479),No reportado,bpa2020.331,No reportado,No reportado,No reportado,No reportado,SILVI,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,13.490000,13.000000,No reportado,No reportado,No reportado,POINT (4391343.794021111 6537202.610709292),-64.141260,-31.299684,COLON,JUAREZ CELMAN
2020-01-01,0,No reportado,No reportado,No reportado,1,No reportado,No reportado,No reportado,340415167925,No reportado,No reportado,No reportado,No reportado,si,No reportado,POINT (4392214.091065066 6579816.634839496),No reportado,bpa2020.613,No reportado,No reportado,No reportado,No reportado,BELEN,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,si,No reportado,397.730000,385.000000,No reportado,No reportado,No reportado,POINT (4392214.123092835 6579816.634253077),-64.127570,-30.915484,TOTORAL,SINSACATE
2020-01-01,0,No reportado,No reportado,No reportado,1,No reportado,No reportado,No reportado,130400534986,No reportado,No reportado,No reportado,No reportado,si,No reportado,POINT (4385437.845725294 6545268.334405011),No reportado,bpa2020.354,No reportado,No reportado,No reportado,No reportado,MALDONADO,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,si,No reportado,130.190000,130.000000,No reportado,No reportado,No reportado,POINT (4385437.827983084 6545268.350084768),-64.202359,-31.226387,COLON,JUAREZ CELMAN
2020-01-01,0,No reportado,No reportado,No reportado,1,No reportado,No reportado,No reportado,340201958615,No reportado,No reportado,No reportado,No reportado,si,No reportado,POINT (4431032.016780052 6604323.409324076),No reportado,bpa2020.380,No reportado,No reportado,No reportado,No reportado,ORDOÑEZ,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,si,No reportado,12.680000,12.340000,No reportado,No reportado,No reportado,POINT (4431032.0100694345 6604323.387676506),-63.719873,-30.697356,TOTORAL,CAÑADA DE LUQUE
2020-01-01,0,No reportado,No reportado,No reportado,1,No reportado,No reportado,No reportado,251040171170,No reportado,No reportado,No reportado,No reportado,si,No reportado,POINT (4420396.171227667 6545114.854026999),No reportado,bpa2020.384,No reportado,No reportado,No reportado,No reportado,El Onelio,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,si,No reportado,10.090000,4.000000,No reportado,No reportado,No reportado,POINT (4420396.133692642 6545114.871121411),-63.835515,-31.230678,COLON,BLAS DE ROSALES
2020-01-01,0,No reportado,si,No reportado,1,No reportado,No reportado,No reportado,130307233615,No reportado,No reportado,No reportado,No reportado,No reportado,si,POINT (4391291.2580279475 6536991.342780014),No reportado,bpa2020.388,No reportado,No reportado,No reportado,No reportado,SILVI,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,4.000000,4.000000,No reportado,No reportado,No reportado,POINT (4391291.225909055 6536991.379517786),-64.141835,-31.301584,COLON,GUIÑAZU
2020-01-01,0,No reportado,si,No reportado,1,No reportado,No reportado,No reportado,130307233615,No reportado,No reportado,No reportado,No reportado,No reportado,si,POINT (4391291.2580279475 6536991.342780014),No reportado,bpa2020.388,No reportado,No reportado,No reportado,No reportado,SILVI,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,4.000000,4.000000,No reportado,No reportado,No reportado,POINT (4391291.225909055 6536991.379517786),-64.141835,-31.301584,COLON,VILLA LOS LLANOS
2020-01-01,0,No reportado,si,No reportado,1,No reportado,No reportado,No reportado,130307233615,No reportado,No reportado,No reportado,No reportado,No reportado,si,POINT (4391291.2580279475 6536991.342780014),No reportado,bpa2020.388,No reportado,No reportado,No reportado,No reportado,SILVI,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,4.000000,4.000000,No reportado,No reportado,No reportado,POINT (4391291.225909055 6536991.379517786),-64.141835,-31.301584,COLON,JUAREZ CELMAN
2020-01-01,0,No reportado,si,No reportado,1,No reportado,No reportado,No reportado,130302150126,No reportado,No reportado,No reportado,No reportado,No reportado,si,POINT (4391397.200562681 6536811.012249283),No reportado,bpa2020.426,No reportado,No reportado,No reportado,No reportado,RODRIGUEZ,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,18.230000,18.000000,No reportado,No reportado,No reportado,POINT (4391397.227501479 6536810.958335786),-64.140742,-31.303220,COLON,GUIÑAZU
2020-01-01,0,No reportado,si,No reportado,1,No reportado,No reportado,No reportado,130302150126,No reportado,No reportado,No reportado,No reportado,No reportado,si,POINT (4391397.200562681 6536811.012249283),No reportado,bpa2020.426,No reportado,No reportado,No reportado,No reportado,RODRIGUEZ,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,18.230000,18.000000,No reportado,No reportado,No reportado,POINT (4391397.227501479 6536810.958335786),-64.140742,-31.303220,COLON,VILLA LOS LLANOS
2020-01-01,0,No reportado,si,No reportado,1,No reportado,No reportado,No reportado,130302150126,No reportado,No reportado,No reportado,No reportado,No reportado,si,POINT (4391397.200562681 6536811.012249283),No reportado,bpa2020.426,No reportado,No reportado,No reportado,No reportado,RODRIGUEZ,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,18.230000,18.000000,No reportado,No reportado,No reportado,POINT (4391397.227501479 6536810.958335786),-64.140742,-31.303220,COLON,JUAREZ CELMAN
2020-01-01,0,No reportado,No reportado,No reportado,1,No reportado,No reportado,No reportado,130300606122,No reportado,No reportado,No reportado,si,No reportado,No reportado,POINT (4392219.484619238 6537648.881025479),No reportado,bpa2020.427,No reportado,No reportado,No reportado,No reportado,MARTOS,No reportado,si,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,10.130000,10.000000,No reportado,No reportado,No reportado,POINT (4392219.442552454 6537648.861024448),-64.132016,-31.295741,COLON,GUIÑAZU
2020-01-01,0,No reportado,No reportado,No reportado,1,No reportado,No reportado,No reportado,130300606122,No reportado,No reportado,No reportado,si,No reportado,No reportado,POINT (4392219.484619238 6537648.881025479),No reportado,bpa2020.427,No reportado,No reportado,No reportado,No reportado,MARTOS,No reportado,si,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,10.130000,10.000000,No reportado,No reportado,No reportado,POINT (4392219.442552454 6537648.861024448),-64.132016,-31.295741,COLON,VILLA LOS LLANOS
2020-01-01,0,No reportado,No reportado,No reportado,1,No reportado,No reportado,No reportado,130300606122,No reportado,No reportado,No reportado,si,No reportado,No reportado,POINT (4392219.484619238 6537648.881025479),No reportado,bpa2020.427,No reportado,No reportado,No reportado,No reportado,MARTOS,No reportado,si,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,10.130000,10.000000,No reportado,No reportado,No reportado,POINT (4392219.442552454 6537648.861024448),-64.132016,-31.295741,COLON,JUAREZ CELMAN
2020-01-01,0,No reportado,No reportado,No reportado,1,No reportado,No reportado,No reportado,130326087212,No reportado,No reportado,No reportado,No reportado,si,No reportado,POINT (4400331.564084712 6531013.624893345),No reportado,bpa2020.467,No reportado,No reportado,No reportado,No reportado,Rio P 116,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,si,No reportado,116.710000,116.000000,No reportado,No reportado,No reportado,POINT (4400331.584234837 6531013.595522844),-64.047490,-31.356298,COLON,MALVINAS ARGENTINAS
2020-01-01,0,No reportado,No reportado,No reportado,1,No reportado,No reportado,No reportado,130326087212,No reportado,No reportado,No reportado,No reportado,si,No reportado,POINT (4400331.564084712 6531013.624893345),No reportado,bpa2020.467,No reportado,No reportado,No reportado,No reportado,Rio P 116,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,si,No reportado,116.710000,116.000000,No reportado,No reportado,No reportado,POINT (4400331.584234837 6531013.595522844),-64.047490,-31.356298,COLON,MI GRANJA
2020-01-01,0,No reportado,No reportado,No reportado,1,No reportado,No reportado,No reportado,130319707621,No reportado,No reportado,No reportado,No reportado,si,No reportado,POINT (4392504.619394348 6550202.142403302),No reportado,bpa2020.468,No reportado,No reportado,No reportado,No reportado,Panci Operman,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,si,No reportado,15.140000,15.000000,No reportado,No reportado,No reportado,POINT (4392504.57310208 6550202.087295008),-64.127676,-31.182568,COLON,GENERAL PAZ
2020-01-01,0,No reportado,No reportado,No reportado,1,No reportado,No reportado,No reportado,130341164517,No reportado,No reportado,No reportado,No reportado,si,No reportado,POINT (4416776.915686585 6552790.986321796),No reportado,bpa2020.469,No reportado,No reportado,No reportado,No reportado,Campo Scienza,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,si,No reportado,80.370000,78.000000,No reportado,No reportado,No reportado,POINT (4416776.950611127 6552790.983140502),-63.872863,-31.161200,COLON,TINOCO
2020-01-01,0,No reportado,si,No reportado,1,No reportado,No reportado,No reportado,130302666530,No reportado,No reportado,No reportado,No reportado,No reportado,si,POINT (4391854.148261895 6536701.173636617),No reportado,bpa2020.502,No reportado,No reportado,No reportado,No reportado,DOMINGO BOAROTTO,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,15.500000,12.000000,No reportado,No reportado,No reportado,POINT (4391854.184584091 6536701.182144627),-64.135955,-31.304253,COLON,GUIÑAZU
2020-01-01,0,No reportado,si,No reportado,1,No reportado,No reportado,No reportado,130302666530,No reportado,No reportado,No reportado,No reportado,No reportado,si,POINT (4391854.148261895 6536701.173636617),No reportado,bpa2020.502,No reportado,No reportado,No reportado,No reportado,DOMINGO BOAROTTO,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,15.500000,12.000000,No reportado,No reportado,No reportado,POINT (4391854.184584091 6536701.182144627),-64.135955,-31.304253,COLON,VILLA LOS LLANOS
2020-01-01,0,No reportado,si,No reportado,1,No reportado,No reportado,No reportado,130302666530,No reportado,No reportado,No reportado,No reportado,No reportado,si,POINT (4391854.148261895 6536701.173636617),No reportado,bpa2020.502,No reportado,No reportado,No reportado,No reportado,DOMINGO BOAROTTO,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,15.500000,12.000000,No reportado,No reportado,No reportado,POINT (4391854.184584091 6536701.182144627),-64.135955,-31.304253,COLON,JUAREZ CELMAN
2020-01-01,0,No reportado,No reportado,No reportado,1,No reportado,No reportado,No reportado,130404796641,No reportado,No reportado,No reportado,No reportado,si,No reportado,POINT (4385472.2444079 6542703.192917391),No reportado,bpa2020.503,No reportado,No reportado,No reportado,No reportado,Gaspar,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,si,No reportado,51.100000,51.000000,No reportado,No reportado,No reportado,POINT (4385472.223904106 6542703.170165123),-64.202291,-31.249521,COLON,VILLA LOS LLANOS
2020-01-01,0,No reportado,No reportado,No reportado,1,No reportado,No reportado,No reportado,130404796641,No reportado,No reportado,No reportado,No reportado,si,No reportado,POINT (4385472.2444079 6542703.192917391),No reportado,bpa2020.503,No reportado,No reportado,No reportado,No reportado,Gaspar,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,si,No reportado,51.100000,51.000000,No reportado,No reportado,No reportado,POINT (4385472.223904106 6542703.170165123),-64.202291,-31.249521,COLON,JUAREZ CELMAN
2020-01-01,0,No reportado,No reportado,No reportado,1,No reportado,No reportado,No reportado,130306908996,No reportado,No reportado,No reportado,No reportado,si,No reportado,POINT (4413328.853352974 6548849.055549919),No reportado,bpa2020.521,No reportado,No reportado,No reportado,No reportado,Diaz,si,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,50.740000,50.000000,No reportado,No reportado,No reportado,POINT (4413328.825237033 6548849.0739704585),-63.909363,-31.196499,COLON,NUÑEZ DEL PRADO
2020-01-01,0,No reportado,No reportado,No reportado,1,No reportado,No reportado,No reportado,130340585535,No reportado,No reportado,No reportado,No reportado,si,No reportado,POINT (4416068.348750591 6552022.041164365),No reportado,bpa2020.541,No reportado,No reportado,No reportado,No reportado,Campo Scienza,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,si,No reportado,48.390000,48.390000,No reportado,No reportado,No reportado,POINT (4416068.302401873 6552022.04466623),-63.880358,-31.168084,COLON,TINOCO
2020-01-01,0,No reportado,No reportado,No reportado,1,No reportado,No reportado,No reportado,310301698207,No reportado,No reportado,No reportado,No reportado,No reportado,si,POINT (4404296.262377564 6520513.81919174),No reportado,bpa2020.557,No reportado,No reportado,No reportado,No reportado,ASOCIACION COOPERADORA DEL CAMPO ESCUELA DE LA FACULTAD DE CIENCIAS AGROPECUARIAS DE LA UNIVERSIDAD NACIONAL DE CORDOBA,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,31.270000,31.270000,si,No reportado,No reportado,POINT (4404296.250440632 6520513.853919824),-64.006838,-31.451315,COLON,VILLA CORAZON DE MARIA
2020-01-01,0,No reportado,No reportado,No reportado,1,No reportado,No reportado,No reportado,130202217622,No reportado,No reportado,No reportado,No reportado,No reportado,si,POINT (4402951.56779874 6567877.095399143),No reportado,bpa2020.603,No reportado,No reportado,si,No reportado,Vicente Agüero (Duraznos),No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,6.320000,5.000000,No reportado,No reportado,No reportado,POINT (4402951.572247461 6567877.066060087),-64.016399,-31.024088,COLON,COLONIA CAROYA
2020-01-01,0,No reportado,No reportado,No reportado,1,No reportado,No reportado,No reportado,130426051487,No reportado,No reportado,No reportado,No reportado,si,No reportado,POINT (4387574.916416254 6555232.657327224),No reportado,bpa2020.625,No reportado,No reportado,No reportado,No reportado,Grion,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,si,No reportado,18.370000,18.000000,No reportado,No reportado,No reportado,POINT (4387574.924944401 6555232.621587857),-64.178820,-31.136742,COLON,GENERAL PAZ
2020-01-01,0,No reportado,No reportado,No reportado,1,No reportado,No reportado,No reportado,251040219563,No reportado,No reportado,No reportado,No reportado,si,No reportado,POINT (4420584.724991406 6545028.124307446),No reportado,bpa2020.639,No reportado,No reportado,No reportado,No reportado,El Onelio,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,si,No reportado,23.650000,3.200000,No reportado,No reportado,No reportado,POINT (4420584.696145831 6545028.099964464),-63.833543,-31.231473,COLON,BLAS DE ROSALES
2020-01-01,0,No reportado,No reportado,No reportado,1,No reportado,No reportado,No reportado,310301701810,No reportado,No reportado,No reportado,si,No reportado,No reportado,POINT (4403552.505476901 6517137.539641883),No reportado,bpa2020.715,No reportado,No reportado,No reportado,No reportado,ASOCIACION COOPERADORA DEL CAMPO ESCUELA DE LA FACULTAD DE CIENCIAS AGROPECUARIAS DE LA UNIVERSIDAD NACIONAL DE CORDOBA,No reportado,si,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,44.320000,44.320000,No reportado,No reportado,No reportado,POINT (4403552.488174422 6517137.572021616),-64.014990,-31.481699,COLON,VILLA CORAZON DE MARIA
2020-01-01,0,No reportado,No reportado,No reportado,1,No reportado,No reportado,No reportado,130512279300,No reportado,No reportado,No reportado,No reportado,si,No reportado,POINT (4382177.912423353 6569020.511768857),No reportado,bpa2020.757,No reportado,No reportado,No reportado,No reportado,Lote 6 Remonda,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,si,No reportado,93.580000,7.000000,No reportado,No reportado,No reportado,POINT (4382177.884251653 6569020.550165867),-64.233792,-31.011881,COLON,LA GRANJA
2020-01-01,0,No reportado,No reportado,No reportado,1,No reportado,No reportado,No reportado,170115174650,No reportado,No reportado,No reportado,No reportado,si,No reportado,POINT (4372867.281819608 6607090.7297017),No reportado,bpa2020.764,No reportado,No reportado,No reportado,No reportado,Las Palmitas,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,si,No reportado,53.070000,53.070000,No reportado,No reportado,No reportado,POINT (4372867.326261812 6607090.722985659),-64.326537,-30.667618,ISCHILIN,VILLA ALBERTINA
2020-01-01,0,No reportado,No reportado,No reportado,1,No reportado,No reportado,No reportado,170115174650,No reportado,No reportado,No reportado,No reportado,si,No reportado,POINT (4372867.281819608 6607090.7297017),No reportado,bpa2020.764,No reportado,No reportado,No reportado,No reportado,Las Palmitas,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,si,No reportado,53.070000,53.070000,No reportado,No reportado,No reportado,POINT (4372867.326261812 6607090.722985659),-64.326537,-30.667618,ISCHILIN,CERRO NEGRO
