id,n_explotacion,cuenta,superficie,superficie_bpa,tecnificacion,sistematizacion_con_terrazas,rotacion_gramineas_y_cultivos_de_servicios,pasturas_implantadas,participacion_grupos_asociativos,nutricion_de_suelos,manejo_cultivos_intensivos,certificaciones,capacitacion,ag_tech,plan_pecuario,manejo_ganaderia_integrada,indic_agro,gestion_de_riesgo,eje_persona,eje_planeta,eje_prosperidad,total
bpa2019.1,ESTABLECIMIENTO SANTA ROSA S.R.L.,300101606906,9.74,9.74,,,,,si,,,,,,,,,,si,no,no,1
bpa2019.2,Campo Peretti N,300201547575,28.69,28.69,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.3,SAN AGUSTIN,300121350118,0.45,0.45,si,,,,,,,,,,,,,,no,no,si,1
bpa2019.4,TC 83 - CARRARI,251101248031,262.5,262.5,,,,,,,,,,si,,,,,no,no,si,1
bpa2019.5,La Margarita,360423617493,248.37,150,,si,,,,,,,,,,,,,no,si,no,1
bpa2019.6,BONFIGLI,270601367405,48.75,47.5,,,,,,,,,si,,,,,,si,no,no,1
bpa2019.7,isla verde,360302080395,17.42,17,,,,,,si,,,,,,,,,no,si,no,1
bpa2019.8,Don Lorenzo,300623497902,234.34,234.34,,,,,si,,,,,,,,,,si,no,no,1
bpa2019.9,CASCO,310401706266,10.69,3,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.10,Las chacras,360316752256,79.84,78,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.11,EL NONO,240640105446,34.45,34.45,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.12,GUERREROS,310428020731,15.41,15,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.13,PUCHETTA,360101756374,64.39,62,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.14,CAMPO EL ARENAL,300601656951,14.31,14.31,,,,si,,,,,,,,,,,no,si,no,1
bpa2019.15,La Celeste Morrison,360215294796,34.63,34.63,,,,,,si,,,,,,,,,no,si,no,1
bpa2019.16,CAMPO MASAGLIA,330103107962,176.92,170,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.17,La Maria,360418229299,192.59,192.59,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.18,LA COCO,360423638610,684.46,385,,,,,,si,,,,,,,,,no,si,no,1
bpa2019.19,NORTE,251041692912,5.85,5.8,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.20,Ceredin,360423638733,16.74,16.74,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.21,ANA/JOSÉ,190106199209,128.7,128.7,,,,si,,,,,,,,,,,no,si,no,1
bpa2019.22,Campo Scienza,130340585535,48.39,48.39,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.23,la Mercantil,270520331741,122.5,122.5,,,,,,si,,,,,,,,,no,si,no,1
bpa2019.24,EL NONO,240640310589,33.31,16.65,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.25,El cometa S.R.L.,300141058618,19.15,19,,,,,si,,,,,,,,,,si,no,no,1
bpa2019.26,LOS HELENOS,270201394357,155,155,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.27,El Cometa,270901316241,20,20,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.28,INDIO MUERTO,360412298531,50,50,,,,,si,,,,,,,,,,si,no,no,1
bpa2019.29,DRUETTA,360404236586,29.94,20,,,,,si,,,,,,,,,,si,no,no,1
bpa2019.30,Garabato,340301959643,115.65,115.65,,,,si,,,,,,,,,,,no,si,no,1
bpa2019.31,1,300501468944,154.2,154,,,,,,,,,si,,,,,,si,no,no,1
bpa2019.32,GRANDE,310401708528,9.2,9,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.33,Liwen Mapu,240142097053,52.75,52,,,,,,,,,,,si,,,,no,si,no,1
bpa2019.34,Establecimiento La Chacha,360504499215,0,0,,,,,,,,,,,si,,,,no,si,no,1
bpa2019.35,Grande,170111755526,380,189,,,,,si,,,,,,,,,,si,no,no,1
bpa2019.36,Campo Villa Maria,160441129901,2.44,2,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.37,LA ÑATITA,180300782327,250.94,112.5,,,,,,si,,,,,,,,,no,si,no,1
bpa2019.38,La Masseratta,220302139075,186.17,140,,,,si,,,,,,,,,,,no,si,no,1
bpa2019.39,Casado,180300794252,70.28,70,,,,,,si,,,,,,,,,no,si,no,1
bpa2019.40,LA MATILDE,360302087292,40,40,,,,,,si,,,,,,,,,no,si,no,1
bpa2019.41,ABREGO,270104149461,22.86,22.86,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.42,340,270627321161,164.92,160,,,,,,,,,si,,,,,,si,no,no,1
bpa2019.43,MIGUEL.2019,300416907734,261.29,98,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.44,CAMPO ALEGRE,340204213190,72.78,72.77,,,,,,,,,si,,,,,,si,no,no,1
bpa2019.45,lote 17,310417541551,12.92,9.65,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.46,""" La Pintada""",260304146356,128,100,,,,,,,,,si,,,,,,si,no,no,1
bpa2019.47,HACHA 1,130300601902,23.81,23.8,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.48,Don Pedro,150115740298,92.06,92.06,,,,,si,,,,,,,,,,si,no,no,1
bpa2019.49,TC 83 - CARRARI,130309707487,4.55,4.55,,,,,,,,,,si,,,,,no,no,si,1
bpa2019.50,CAGNOLO,190306161788,127.27,43,,,,,,si,,,,,,,,,no,si,no,1
bpa2019.51,pesci / cagnolo,190306161788,127.27,47,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.52,Marino Juan Carlos,240119304076,113.72,113.72,,,,,,si,,,,,,,,,no,si,no,1
bpa2019.53,TC 47 - PUERTA,251117227793,7.88,7.88,,,,,,,,,,si,,,,,no,no,si,1
bpa2019.54,EL CARMEN 20 HECTAREAS,360302089058,114.33,20,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.55,ARANDA,340220976411,60.38,44,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.56,CAMPO ISSOGLIO,300201544339,674.12,655.2,,,,,,si,,,,,,,,,no,si,no,1
bpa2019.57,campo di pietro miriam del carmen,190500957534,9.4,9.4,,,,,,si,,,,,,,,,no,si,no,1
bpa2019.58,Campo Ferrero,251001285435,23,23,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.59,Ulla,300602903323,126.68,126.68,,,,,,,,,,si,,,,,no,no,si,1
bpa2019.60,SCARABELLI,190600841169,21.14,21,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.61,ORTIZ,190605274611,80.41,40,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.62,El cometa S.R.L.,300103143041,26.2,26,,,,,si,,,,,,,,,,si,no,no,1
bpa2019.63,DON LITO I,250602891808,6.62,6.6,,,,,si,,,,,,,,,,si,no,no,1
bpa2019.64,El Cometa,270901316209,29.87,29.87,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.65,DON LITO 2,250605985200,27.38,27.37,,,,si,,,,,,,,,,,no,si,no,1
bpa2019.66,La Celeste Morrison,360215294842,3.81,3.81,,,,,,si,,,,,,,,,no,si,no,1
bpa2019.67,campo di pietro miriam del carmen,190500957542,3.08,3.08,,,,,,si,,,,,,,,,no,si,no,1
bpa2019.68,La Julia W,220340005350,391.6,328,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.69,CERUTTI,300103848621,14.35,14.35,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.70,SERENO SEBASTIAN GABRIEL,300202616643,158.29,17.69,,,,,si,,,,,,,,,,si,no,no,1
bpa2019.71,San Gabriel (10ha),340202505690,10,10,,,,,,si,,,,,,,,,no,si,no,1
bpa2019.72,La Vanguardia,350541340123,194.02,170,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.73,FAVRE NELSON,190619697093,38.01,38.01,,,,,,si,,,,,,,,,no,si,no,1
bpa2019.74,TC 43 - SOLER,251104638522,21,21,,,,,,,,,,si,,,,,no,no,si,1
bpa2019.75,ESTABLECIMIENTO SANTA ROSA S.R.L.,300104646593,4.63,4.63,,,,,si,,,,,,,,,,si,no,no,1
bpa2019.76,LA CARMELITA,160101947138,431.25,431.25,,,,,si,,,,,,,,,,si,no,no,1
bpa2019.77,El Eric/ Murcia,190302346741,21.92,21.92,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.78,AEROCLUB 1,300240852369,16.06,16,,,,,,si,,,,,,,,,no,si,no,1
bpa2019.79,lote 18,310418595778,12.91,9.65,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.80,El cometa S.R.L.,300122372115,133.43,133,,,,,si,,,,,,,,,,si,no,no,1
bpa2019.81,REBUFATTI,330222616867,171.06,30,,,,,,,,,,si,,,,,no,no,si,1
bpa2019.82,DON RENE,360404487341,108.88,108,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.83,ANA/JOSÉ,360202472628,61.31,61.31,,,,si,,,,,,,,,,,no,si,no,1
bpa2019.84,CAMPO ALEGRE,340203994686,317.15,317.13,,,,,,,,,si,,,,,,si,no,no,1
bpa2019.85,LA GLORIA,360416759045,127.9,127.9,,,,,,si,,,,,,,,,no,si,no,1
bpa2019.86,Masera,300202197292,40.48,14,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.87,Campo Alberto,300225971271,92.49,92.49,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.88,Camilo Aldao,190521743879,314.96,100,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.89,El Jardin,220302138192,113.3,70,,,,,,si,,,,,,,,,no,si,no,1
bpa2019.90,Campo Spaccesi,330103649145,16.98,16.98,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.91,CASCO,310405081520,19.77,7,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.92,JOSE 105,190621700832,21.43,21,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.93,La Elsita,190240726533,54.71,54.71,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.94,El Escalon,240522497780,67.95,67.95,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.95,EL MARTILLO,160501841339,316.8,110,,,,,,si,,,,,,,,,no,si,no,1
bpa2019.96,bodo,180200777091,49.59,49.5,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.97,CAMPO PERUCCA,330541219447,27.61,17.73,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.98,Tambo,300602202848,32.99,32.99,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.99,Campo Pocholo,270602891523,11.71,11,,,,,si,,,,,,,,,,si,no,no,1
bpa2019.100,TAMBO,300216499330,133.33,133.33,,,,,,,,,,,,,si,,si,no,no,1
bpa2019.101,LAS ARGANAS,250402366946,331,267,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.102,LA CHACRA DE CUARTO,190400875794,42.21,42.21,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.103,CERUTTI,300106526731,2.19,2.19,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.104,RIOS,360425731579,16.96,10,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.105,LUCA 33,270617249003,33.07,31,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.106,M.A.F.F.  S.A.,190505299152,9.1,9.1,,,,,,,,,si,,,,,,si,no,no,1
bpa2019.107,La Pichona,240609640457,222.08,222.08,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.108,50 regino,310401713262,50.03,50.02,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.109,Ulla,300601651908,57.98,57.98,,,,,,,,,,si,,,,,no,no,si,1
bpa2019.110,La Escuelita,360502791091,8.33,6,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.111,CASAS,250103064551,93,92,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.112,Devoto,300202584041,75.95,75,,,,,,si,,,,,,,,,no,si,no,1
bpa2019.113,Campo Mattaldi,150400698980,102.56,51,,,,,,si,,,,,,,,,no,si,no,1
bpa2019.114,sin nombre,300101610393,62.5,62.5,,,,si,,,,,,,,,,,no,si,no,1
bpa2019.115,NORTE,251041692904,19.15,19,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.116,SUSANA SODANO,240603757328,194.11,95,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.117,nestor/ruben  colonia caroya,130226058002,14.31,14,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.118,TC 102 - HEREDIA,251127312101,35.5,35.5,,,,,,,,,,si,,,,,no,no,si,1
bpa2019.119,CAMPO EL ARENAL,300602319265,8.59,8.59,,,,si,,,,,,,,,,,no,si,no,1
bpa2019.120,ANITA JUANA MARTINO,190600920514,24,24,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.121,VILLARREAL,310405728531,13.13,13,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.122,La Teresita,250401261521,181.25,23.25,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.123,CASAS,250102854434,66,65,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.124,LENARDON,360402009621,93.13,46.7,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.125,sin nombre,300101631781,125,125,,,,si,,,,,,,,,,,no,si,no,1
bpa2019.126,TC 83 - CARRARI,130300607277,6.07,6.07,,,,,,,,,,si,,,,,no,no,si,1
bpa2019.127,Ex Trossero (propio),300101648676,13.34,13.34,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.128,LA DELIA AGRICOLA,360102092194,692.35,110,,,,,,,,,si,,,,,,si,no,no,1
bpa2019.129,LA DELIA GANADERO,360102092194,692.35,562,,,,,,,,,si,,,,,,si,no,no,1
bpa2019.130,CAMPO PATERNO,160140106299,28.12,28,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.131,GARILANS,150112300947,278.5,278.5,si,,,,,,,,,,,,,,no,no,si,1
bpa2019.132,LA TAPERA,240502421248,72.89,72.89,,si,,,,,,,,,,,,,no,si,no,1
bpa2019.133,CASCO,310401706223,10.69,3,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.134,EL MONTECITO,340224322971,250.32,250.32,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.135,Maquinista,250240743121,116.38,116.38,,,,,,si,,,,,,,,,no,si,no,1
bpa2019.136,luis propio,360516521119,99.99,40,,,,,si,,,,,,,,,,si,no,no,1
bpa2019.137,CAMPO EL LAGO,120617300422,88.56,88.56,,,,si,,,,,,,,,,,no,si,no,1
bpa2019.138,JENSEN,270101355656,19.16,19.16,,,,si,,,,,,,,,,,no,si,no,1
bpa2019.139,regoli,360302088442,67.11,67,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.140,ANA/JOSÉ,360140807725,241.76,241.75,,,,si,,,,,,,,,,,no,si,no,1
bpa2019.141,LA OLGA,160305052512,16.87,16.87,,,,si,,,,,,,,,,,no,si,no,1
bpa2019.142,DON ANGEL,360307526936,30.97,30.97,,,,,si,,,,,,,,,,si,no,no,1
bpa2019.143,LA ESPERANZA,360304486135,60.49,60.49,,,,,,si,,,,,,,,,no,si,no,1
bpa2019.144,Di Pietro Miguel Angel,190517827791,104.24,104.24,,,,,,,,,si,,,,,,si,no,no,1
bpa2019.145,el milagro,240201171726,98.43,98.43,,,,,,,,,si,,,,,,si,no,no,1
bpa2019.146,Fraire - Marengo,300101617274,30,30,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.147,bauk,360302088221,42.19,42.19,,,,,si,,,,,,,,,,si,no,no,1
bpa2019.148,moine,240640855798,71.25,71.25,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.149,Di Pietro Miguel Angel,190517811428,67.69,67.69,,,,,,,,,si,,,,,,si,no,no,1
bpa2019.150,LA HELVECIA,160118284221,303.5,303.5,,,,,,,,,si,,,,,,si,no,no,1
bpa2019.151,Las Marias,180304562372,181.96,181.96,,,,,,,,,,,si,,,,no,si,no,1
bpa2019.152,La Lechuza,340426081020,210.25,210.25,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.153,ESTANCIA MALAGUEÑO,310207486972,47.69,47.69,,,,,si,,,,,,,,,,si,no,no,1
bpa2019.154,AEROCLUB,330617657449,60.66,60.66,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.155,CAMPO FERNANDEZ 90,330215486541,90.76,90,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.156,MALDONADO,310403030812,9.04,9,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.157,Loma de Piedra,350515069292,500,500,,,,,si,,,,,,,,,,si,no,no,1
bpa2019.158,Gr,240101060048,23.39,23.39,,,,,,,,,si,,,,,,si,no,no,1
bpa2019.159,VILLARREAL,310401714145,68.2,66,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.160,DON LITO 2,250604602714,5.37,5.3,,,,si,,,,,,,,,,,no,si,no,1
bpa2019.161,La Esperanza,360403701374,93.92,93.92,si,,,,,,,,,,,,,,no,no,si,1
bpa2019.162,Giordano,270906905521,136.63,27.5,,,,si,,,,,,,,,,,no,si,no,1
bpa2019.163,ESTABLECIMIENTO SANTA ROSA S.R.L.,300101606442,9.74,9.74,,,,,si,,,,,,,,,,si,no,no,1
bpa2019.164,SAN ANTONIO,160101759480,40.04,40.04,,,,si,,,,,,,,,,,no,si,no,1
bpa2019.165,CAMPO FERNANDEZ 25,330225627177,20.69,20,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.166,luis propio,360527136306,26,26,,,,,si,,,,,,,,,,si,no,no,1
bpa2019.167,VILLARREAL,310405728566,13.13,13,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.168,ESTABLECIMIENTO SANTA ROSA S.R.L.,300101648587,13.37,13.37,,,,,si,,,,,,,,,,si,no,no,1
bpa2019.169,Ulla,300601659143,9.62,9.62,,,,,,,,,,si,,,,,no,no,si,1
bpa2019.170,Establecimiento La Primavera,240601084768,6.5,6.5,si,,,,,,,,,,,,,,no,no,si,1
bpa2019.171,lote 19,310418595468,12.84,12.84,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.172,M.A.F.F.  S.A.,190508107297,24.88,24.88,,,,,,,,,si,,,,,,si,no,no,1
bpa2019.173,"Carignano, María del Carmen",300141998891,65.93,65.93,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.174,CAMPO PAPACIO,120523570639,157.66,96,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.175,GERMÁN CRUCIANI,270610785040,82.14,41,,,,,si,,,,,,,,,,si,no,no,1
bpa2019.176,TC 83 - CARRARI,130300607251,5.64,5.64,,,,,,,,,,si,,,,,no,no,si,1
bpa2019.177,TC 223 - OCAMPO,240122463991,443.5,443.5,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.178,EDUARDO,300111114157,36.47,36.47,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.179,LA CECILIA,240501164993,1672.23,514,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.180,Suarez Ordoñez,360409600600,203.01,137,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.181,La Recompensa,120227042490,91.09,91.08,,,,,,,,,,,si,,,,no,si,no,1
bpa2019.182,Campo la costa,330227431164,14.33,12,,,,,,,,,si,,,,,,si,no,no,1
bpa2019.183,Establecimiento Los Nonos 2,360425731935,24.82,24.82,,,,,,si,,,,,,,,,no,si,no,1
bpa2019.184,Establecimiento Cerdos,250616532550,212.74,3,,,,,,,,,,,si,,,,no,si,no,1
bpa2019.185,Manassero,180304568737,110,105,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.186,BARTOLO,220115741489,36.06,36,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.187,luis prun,190304564176,6.63,6.63,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.188,UNIDAD 2,300302239383,5,5,,,,si,,,,,,,,,,,no,si,no,1
bpa2019.189,Hernan Domingo,190209571921,113.44,113.44,,,,,,,,,,,si,,,,no,si,no,1
bpa2019.190,Monteverde,190328083586,79.82,79,si,,,,,,,,,,,,,,no,no,si,1
bpa2019.191,1,300527333036,132.58,12,,,,,,,,,si,,,,,,si,no,no,1
bpa2019.192,Sucy,130320620008,4.66,4.66,,,,,,,,si,,,,,,,no,no,si,1
bpa2019.193,PATERNO,160101758114,22.14,22.14,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.194,PAGANI,190516824313,40.89,16,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.195,CHICHA,360315295731,117.51,117,,,,,,si,,,,,,,,,no,si,no,1
bpa2019.196,PLANTA -PALINGO-FLORENCIO,310406825620,21.71,21,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.197,Angeletti adelqui,190540709401,32.87,32.87,,,,,,,,,si,,,,,,si,no,no,1
bpa2019.198,CHACRA CARABELLO ANTONIO ALBERTO,110123931483,4.27,4,,,,,si,,,,,,,,,,si,no,no,1
bpa2019.199,SAN AGUSTIN II,300127158341,98.67,98.67,,,,si,,,,,,,,,,,no,si,no,1
bpa2019.200,La Laguna,360522538848,476.69,255,,,,,,si,,,,,,,,,no,si,no,1
bpa2019.201,LOS HELENOS,270205185850,533.69,77,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.202,GRANDE,310401711898,66.26,66,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.203,RISCALDINO/BONAVIA/LA TITA/GASTELU,360319206341,50.38,50,,,,,,si,,,,,,,,,no,si,no,1
bpa2019.204,Avanzini Alicia - Bosso Abel - Bosso Griselda,240125952471,379.9,379.9,,,,,,si,,,,,,,,,no,si,no,1
bpa2019.205,cascabel,250901232802,26.64,22,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.206,san miguel 1,300201671110,106.89,50,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.207,Campo Picca,330525628566,5.18,5.18,,,,,si,,,,,,,,,,si,no,no,1
bpa2019.208,RIOS,360425731552,7.43,7.43,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.209,Ulla,300604696244,10.64,10.64,,,,,,,,,,si,,,,,no,no,si,1
bpa2019.210,RIOS,360422527431,16.6,3,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.211,Establecimiento La Primavera,240601084776,50,50,si,,,,,,,,,,,,,,no,no,si,1
bpa2019.212,Agua Escondida,350315078769,32,32,,,,,,,,,si,,,,,,si,no,no,1
bpa2019.213,El Progreso,360405935887,169.2,155,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.214,El Piyuco,250241221519,784.41,784.41,,,,si,,,,,,,,,,,no,si,no,1
bpa2019.215,EL 14,360302080841,98.9,98,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.216,Tala,250816524438,41.5,41.5,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.217,Campo Alberto,300201528350,42.5,28,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.218,Don Alberto,190400873376,169.13,169,,,,,si,,,,,,,,,,si,no,no,1
bpa2019.219,La Riojana,180240643306,37.84,37.84,,,,,,si,,,,,,,,,no,si,no,1
bpa2019.220,Muñoz Hnos,240141074149,32.85,32.85,,,,si,,,,,,,,,,,no,si,no,1
bpa2019.221,JUAN PABLO FERRERO,130215189717,6.28,6,,,,,,,si,,,,,,,,no,no,si,1
bpa2019.222,SANTA CECILIA,190306169606,98.4,98.4,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.223,CAGNOLO,190300962801,62.36,62.36,,,,,,si,,,,,,,,,no,si,no,1
bpa2019.224,Granola,251123510987,19.98,19,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.225,baudino,180200789979,60,53,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.226,DON OCTAVIO,130311220056,13.81,13.81,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.227,Mensa Marcelo Alfonso,300101592701,11.52,11,,,,si,,,,,,,,,,,no,si,no,1
bpa2019.228,El Alto,320204364782,140.91,140.91,,,,,si,,,,,,,,,,si,no,no,1
bpa2019.229,DON GABRIEL,150222687499,189.43,189.43,,,,,si,,,,,,,,,,si,no,no,1
bpa2019.230,EL TACO,300627410445,58.1,58,,,,si,,,,,,,,,,,no,si,no,1
bpa2019.231,GAGLIESI,360216760341,26.34,26.34,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.232,MUELAS,180121421231,350.01,253,,,,,,si,,,,,,,,,no,si,no,1
bpa2019.233,JENSEN,270110009094,1.97,1.97,,,,si,,,,,,,,,,,no,si,no,1
bpa2019.234,MUELAS,180121421231,350.01,253,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.235,PLANTA -PALINGO-FLORENCIO,310402647123,6.28,6,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.236,DON LITO 2,250602411865,8.9,8.8,,,,si,,,,,,,,,,,no,si,no,1
bpa2019.237,HERNANDO PUJIO,330603993560,43.01,43.01,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.238,Ulla,300601679861,50,50,,,,,,,,,,si,,,,,no,no,si,1
bpa2019.239,contreras,140409449197,63.18,50,,,,,,,,,si,,,,,,si,no,no,1
bpa2019.240,Establecimiento El Silencio,180402915275,294.65,294,,,,,,,,,,,si,,,,no,si,no,1
bpa2019.241,birocco,240401176293,296.98,77,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.242,PECCOUD OMAR JORGE (HERNANDO),330602259277,210,196,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.243,La Blanquita,240741089239,250.04,250.04,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.244,1,300516492868,16.62,16,,,,,,,,,si,,,,,,si,no,no,1
bpa2019.245,Quinta,240603755881,8.95,8.95,,,,,,,,,,,si,,,,no,si,no,1
bpa2019.246,PLANTA -PALINGO-FLORENCIO,310401716377,56.32,40,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.247,Agua Colorada,270919602276,179.05,179.05,,,,,,,,si,,,,,,,no,no,si,1
bpa2019.248,luis prun,190304564265,6.63,6.63,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.249,Panero y Macagno,300641951807,118.56,118.56,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.250,LA AGUADA,240221575963,75.98,75.98,,si,,,,,,,,,,,,,no,si,no,1
bpa2019.251,U1,310615028052,40.69,40.69,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.252,BUSTOS OSCAR ADOLFO,260401292898,536.09,500,,,,si,,,,,,,,,,,no,si,no,1
bpa2019.253,ESTANCIA MALAGUEÑO,310121269430,107.65,107.65,,,,,si,,,,,,,,,,si,no,no,1
bpa2019.254,RIOS,360425731536,13.49,10,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.255,"Androetto, Ana T. M.",300302253807,125.16,62,,,,,si,,,,,,,,,,si,no,no,1
bpa2019.256,Suc. de Androetto Clemar,300302253807,125.16,62,,,,,si,,,,,,,,,,si,no,no,1
bpa2019.257,LOTE 71 HA,360305913452,71.08,71,,,,,,,,,si,,,,,,si,no,no,1
bpa2019.258,Los Alamos,150428160454,155.1,155.1,si,,,,,,,,,,,,,,no,no,si,1
bpa2019.259,Establecimiento El Silencio,180400826631,130.05,130,,,,,,,,,,,si,,,,no,si,no,1
bpa2019.260,DON OCTAVIO,130307380111,94.76,94.76,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.261,Mensa Marcelo Alfonso,300101628926,14.25,13,,,,si,,,,,,,,,,,no,si,no,1
bpa2019.262,Domingo Meni,130424189651,257.95,240,,,si,,,,,,,,,,,,no,si,no,1
bpa2019.263,Santa Lucía,300322387770,166.89,166.89,,,,si,,,,,,,,,,,no,si,no,1
bpa2019.264,loyola,140402628771,188,50,,,,,,,,,si,,,,,,si,no,no,1
bpa2019.265,Cragnolini Imelda,330122627632,54,54,,,,,,si,,,,,,,,,no,si,no,1
bpa2019.266,DON LITO 2,250602589818,5.37,5,,,,si,,,,,,,,,,,no,si,no,1
