id,n_explotacion,cuenta,superficie,superficie_bpa,tecnificacion,sistematizacion_con_terrazas,rotacion_gramineas_y_cultivos_de_servicios,pasturas_implantadas,participacion_grupos_asociativos,nutricion_de_suelos,manejo_cultivos_intensivos,certificaciones,capacitacion,ag_tech,plan_pecuario,manejo_ganaderia_integrada,indic_agro,gestion_de_riesgo,eje_persona,eje_planeta,eje_prosperidad,total
bpa2019.11222,TRES R,360425731960,103.84,103,si,,si,si,si,,,,,,si,,si,si,si,si,si,7
bpa2019.11223,chingolo,300518041588,170.97,110,si,,si,si,si,si,,,si,,si,,,,si,si,si,7
bpa2019.11224,Gerlero,300111077171,96.58,96.58,si,,,si,si,si,,,si,,si,,si,,si,si,si,7
bpa2019.11225,La Sentina,270201392915,15.83,15.83,si,,si,,si,si,,,si,si,,,si,,si,si,si,7
bpa2019.11226,campo LAHERS.SA,310426030569,289.35,289.35,si,si,si,si,si,si,,,si,,,,,,si,si,si,7
bpa2019.11227,GRIMALDI JOSE LUIS,300309030731,15.02,15.02,si,,si,si,si,si,,,si,,si,,,,si,si,si,7
bpa2019.11228,Rocal S.A.,240103136653,111.11,111.11,si,,,si,si,si,,,si,,si,,si,,si,si,si,7
bpa2019.11229,Don Miguelin,150219781964,243.37,243.37,,,si,si,si,si,,,si,,si,,si,,si,si,no,7
bpa2019.11230,SAN PABLO,300606594511,134.77,134,si,,si,si,si,si,,,si,,si,,,,si,si,si,7
bpa2019.11231,El Mirador,180141826946,528.54,528.54,si,,si,si,si,si,,,si,si,,,,,si,si,si,7
bpa2019.11232,LA ALICIA,300301517983,193.69,193,si,,si,si,si,,,,si,,si,,si,,si,si,si,7
bpa2019.11233,La Sentina,270206960474,18.2,18.2,si,,si,,si,si,,,si,si,,,si,,si,si,si,7
bpa2019.11234,chingolo,300501469223,203.11,203,si,,si,si,si,si,,,si,,si,,,,si,si,si,7
bpa2019.11235,LA AURORA,150141109083,141.54,141.54,si,,si,si,si,,,,si,,si,,si,,si,si,si,7
bpa2019.11236,La Sentina,270209841956,19.49,19.49,si,,si,,si,si,,,si,si,,,si,,si,si,si,7
bpa2019.11237,UNIDAD 1,150100695849,215.65,215.65,si,,si,si,si,,,,si,,si,,si,,si,si,si,7
bpa2019.11238,Campo principal Tambo,240141726405,20.98,20.98,si,,si,si,,si,,,si,,si,,si,,si,si,si,7
bpa2019.11239,CHE-TAPUY,240109631745,9.35,9.35,si,si,si,si,si,,,,si,,si,,,,si,si,si,7
bpa2019.11240,CHE-TAPUY,240109631745,9.35,9.35,si,si,si,si,si,,,,si,,si,,,,si,si,si,7
bpa2019.11241,Trincheras,300322376344,183.99,183,,,si,si,si,si,,,si,,si,,si,,si,si,no,7
bpa2019.11242,1,300527482902,103.8,103,si,,si,si,si,si,,,si,,si,,,,si,si,si,7
bpa2019.11243,1,250311522112,165.78,165,si,,si,si,si,si,,,si,,si,,,,si,si,si,7
bpa2019.11244,DON ANGEL,300216492301,257.56,50,si,,si,si,si,si,,,si,,si,,,,si,si,si,7
bpa2019.11246,GRIMALDI JOSE LUIS,300304207951,37.33,37.33,si,,si,si,si,si,,,si,,si,,,,si,si,si,7
bpa2019.11247,HTSH,190611152233,5.47,5.47,si,,si,,si,si,,si,si,,,,si,,si,si,si,7
bpa2019.11248,chingolo,300508229694,5.98,5.97,si,,si,si,si,si,,,si,,si,,,,si,si,si,7
bpa2019.11249,HTSH,190640888605,53.01,53.01,si,,si,,si,si,,si,si,,,,si,,si,si,si,7
bpa2019.11250,1,300418040207,161.23,160,,,si,si,si,si,,,si,,si,,si,,si,si,no,7
bpa2019.11251,Sgarlatta Jose A y Sergio R SH,240603753781,172.12,153,si,,si,si,si,si,,,si,,si,,,,si,si,si,7
bpa2019.11252,Campo principal Tambo,240101055745,13.07,13.07,si,,si,si,,si,,,si,,si,,si,,si,si,si,7
bpa2019.11253,Margarita,300141007053,21,21,si,,si,si,si,si,,,si,,si,,,,si,si,si,7
bpa2019.11254,HTSH,190516824577,12.2,12,si,,si,,si,si,,si,si,,,,si,,si,si,si,7
bpa2019.11255,UNIDAD 1,300101647599,77.11,77.11,si,,si,si,si,,,,si,,si,,si,,si,si,si,7
bpa2019.11256,Silvia Irene Giletta,190119253601,134.55,134,si,,si,si,si,si,,,si,,,,si,,si,si,si,7
bpa2019.11257,isleta de niz,300601674428,50.96,50.96,si,,,si,si,si,,,si,,si,,si,,si,si,si,7
bpa2019.11258,1,300310177265,112.39,112,si,,si,si,si,si,,,si,,si,,,,si,si,si,7
bpa2019.11259,La Lagunilla S.A,310141931023,298.1,260,,si,si,,si,,si,si,si,,,,si,,si,si,si,7
bpa2019.11260,LA ALICIA,300301517932,72.95,72.95,si,,si,si,si,,,,si,,si,,si,,si,si,si,7
bpa2019.11261,Tunales Cordobeses,170300712781,199,199,si,,,si,si,,,,si,,si,si,si,,si,si,si,7
bpa2019.11262,Don Paco,180300792993,18.96,18,si,,si,si,si,,,,si,,si,,si,,si,si,si,7
bpa2019.11263,El Santiagueño,250101227967,15.91,1,si,,si,,si,si,,,si,,si,,si,,si,si,si,7
bpa2019.11264,UM 1,160201781407,88.25,88.25,,,si,si,si,si,,,si,,si,,si,,si,si,no,7
bpa2019.11265,1,300306570971,33.44,15,si,,,si,si,si,,,si,,si,,si,,si,si,si,7
bpa2019.11266,Establecimiento Don Juan,300102213525,63.15,63.15,,,si,si,si,si,,,si,,si,,si,,si,si,no,7
bpa2019.11267,Sgarlatta Jose A y Sergio R SH,240612348686,593.84,391,si,,si,si,si,si,,,si,,si,,,,si,si,si,7
bpa2019.11268,SAN CAYETANO,300101593057,22.73,22.73,si,,si,si,si,,,,si,,si,,si,,si,si,si,7
bpa2019.11269,GRIMALDI JOSE LUIS,300303442344,82,82,si,,si,si,si,si,,,si,,si,,,,si,si,si,7
bpa2019.11270,Don Alfredo,300127142347,35.84,22,si,,si,,si,si,,,si,,si,,si,,si,si,si,7
bpa2019.11271,Don Paco,180303743136,122.99,122,si,,si,si,si,,,,si,,si,,si,,si,si,si,7
bpa2019.11272,Don Miguel,270916529021,118.73,118,,,si,si,si,si,,,si,si,si,,,,si,si,si,7
bpa2019.11324,La Sentina,270206960539,2.37,2.37,si,,si,,si,si,,,si,si,,,si,,si,si,si,7
bpa2019.11273,Tunales Cordobeses,170303609337,352.37,180,si,,,si,si,,,,si,,si,si,si,,si,si,si,7
bpa2019.11274,HTSH,190506143881,16.46,16.46,si,,si,,si,si,,si,si,,,,si,,si,si,si,7
bpa2019.11275,Establecimiento Juancito,240504945244,214.28,214.28,si,si,,si,si,si,,,,,si,,si,,si,si,si,7
bpa2019.11276,EL FUTURO,220100757869,13.11,13.11,si,,,si,si,si,,,si,,si,,si,,si,si,si,7
bpa2019.11277,La Sentina,270209841930,19.49,19.49,si,,si,,si,si,,,si,si,,,si,,si,si,si,7
bpa2019.11278,El Zurdo,300106559001,50,50,si,,si,si,si,,,,si,,si,,si,,si,si,si,7
bpa2019.11279,Don Alfredo,300140742744,122.94,61,si,,si,,si,si,,,si,,si,,si,,si,si,si,7
bpa2019.11280,San Felipe,160201779097,31.78,31.78,si,,si,si,,si,,,si,,si,,si,,si,si,si,7
bpa2019.11281,MONTE LARGO,300503630862,169,91,si,,si,si,si,,,,si,,si,,si,,si,si,si,7
bpa2019.11282,1,300306539683,11.04,11,si,,si,si,si,si,,,si,,si,,,,si,si,si,7
bpa2019.11283,El Santiagueño,250402214895,204.33,200,si,,si,,si,si,,,si,,si,,si,,si,si,si,7
bpa2019.11284,FONZO,150100696357,79.46,79,,,si,si,si,si,,,si,,si,,si,,si,si,no,7
bpa2019.11285,EL FUTURO,220102357485,3,3,si,,,si,si,si,,,si,,si,,si,,si,si,si,7
bpa2019.11286,lacho,300121376559,56.83,56,si,,si,si,si,si,,,,,si,,si,,si,si,si,7
bpa2019.11287,1,300306556456,6.07,6,si,,si,si,si,si,,,si,,si,,,,si,si,si,7
bpa2019.11288,Don Alfredo,300140694898,100.09,100.09,si,,si,,si,si,,,si,,si,,si,,si,si,si,7
bpa2019.11289,MARCHETTI GLADIS/EL ESPINAL,300627166161,81.74,25,si,,si,,si,si,,,si,si,,,si,,si,si,si,7
bpa2019.11290,DON BAUTISTA,240605873511,23.35,23.35,,,si,si,si,si,,,si,,si,,si,,si,si,no,7
bpa2019.11291,El Peludo,150106679233,130.86,22,,,si,,si,si,,,si,si,,,si,si,si,si,si,7
bpa2019.11292,LAS PERDICES,150241476504,102.22,102.22,si,,si,si,si,si,,,,,si,,si,,si,si,si,7
bpa2019.11293,LA PETRONITA,150206658829,120.18,120,,,si,si,si,si,,,si,,si,,si,,si,si,no,7
bpa2019.11294,1,300502257084,20,20,si,,si,si,si,si,,,si,,si,,,,si,si,si,7
bpa2019.11295,JOSE Maria 2,300501480812,169.93,169.9,si,,si,si,si,,,,si,,si,,si,,si,si,si,7
bpa2019.11296,Sgarlatta Jose A y Sergio R SH,240607128970,79.53,35,si,,si,si,si,si,,,si,,si,,,,si,si,si,7
bpa2019.11297,1,300340649102,110.01,110,si,,si,si,si,si,,,si,,si,,,,si,si,si,7
bpa2019.11298,San Felipe,160201779160,21.85,21.85,si,,si,si,,si,,,si,,si,,si,,si,si,si,7
bpa2019.11299,LOS CHAÑARES,220107523723,320.43,320,si,,si,si,si,si,,,si,,si,,,,si,si,si,7
bpa2019.11300,MARCHETTI GLADIS/EL ESPINAL,300622390349,34.45,34,si,,si,,si,si,,,si,si,,,si,,si,si,si,7
bpa2019.11301,VICENTE SH,150100696071,201.06,101,,,si,si,si,si,,,si,,si,,si,,si,si,no,7
bpa2019.11302,Hola Don Pepito,330603342194,32.46,32.46,,,si,si,si,si,si,,si,,,,si,,si,si,si,7
bpa2019.11303,1,300502754665,153.9,153,si,,si,si,si,,,,si,,si,,si,,si,si,si,7
bpa2019.11304,MONTE LARGO,300502754665,153.9,65,si,,si,si,si,,,,si,,si,,si,,si,si,si,7
bpa2019.11305,510,300101648692,134.99,134.99,si,,si,si,si,,,,si,,si,,si,,si,si,si,7
bpa2019.11306,el duraznito,270918896675,148.17,148.17,si,,si,si,si,si,,,si,,si,,,,si,si,si,7
bpa2019.11307,isleta de niz,300601679489,49.71,49.71,si,,,si,si,si,,,si,,si,,si,,si,si,si,7
bpa2019.11308,LA ESPERANZA,150240773416,77.2,77.2,,,si,si,si,si,,,si,,si,,si,,si,si,no,7
bpa2019.11309,UM 1,160208047474,16.83,16.83,,,si,si,si,si,,,si,,si,,si,,si,si,no,7
bpa2019.11310,El Mirador,180141826971,18.77,18.77,si,,si,si,si,si,,,si,si,,,,,si,si,si,7
bpa2019.11311,Margarita,300141007045,38.79,38,si,,si,si,si,si,,,si,,si,,,,si,si,si,7
bpa2019.11312,La Sentina,270201392940,2.37,2.37,si,,si,,si,si,,,si,si,,,si,,si,si,si,7
bpa2019.11313,Don Alfredo,300123497485,117.03,54,si,,si,,si,si,,,si,,si,,si,,si,si,si,7
bpa2019.11314,Sgarlatta Jose A y Sergio R SH,240605898824,100,100,si,,si,si,si,si,,,si,,si,,,,si,si,si,7
bpa2019.11315,Federación de Centros Juveniles,300502692775,120.39,120.38,,,si,si,si,si,,,si,,si,,si,,si,si,no,7
bpa2019.11316,EL 55,360510963098,0.54,0.54,si,,si,si,si,si,,,si,,si,,,,si,si,si,7
bpa2019.11317,Don Alfredo,300140694910,119.19,119.19,si,,si,,si,si,,,si,,si,,si,,si,si,si,7
bpa2019.11318,ESTABLECIMIENTO EL NONO DARDO,320401754096,200,200,si,,,si,si,,,,si,si,si,,si,,si,si,si,7
bpa2019.11319,Don Alfredo,300122387902,174.44,45,si,,si,,si,si,,,si,,si,,si,,si,si,si,7
bpa2019.11320,El Guadal,350518644271,142.76,142.76,si,,si,si,si,,,,si,,si,,si,,si,si,si,7
bpa2019.11321,San Miguel,240202551239,27.02,27,,si,si,si,si,,,,si,,si,,si,,si,si,no,7
bpa2019.11322,Majuma,190500939633,100,100,,,si,si,si,si,,,si,,si,,si,,si,si,no,7
bpa2019.11323,El Mirador,180141826989,1252.5,1252.5,si,,si,si,si,si,,,si,si,,,,,si,si,si,7
bpa2019.11325,La Sentina,270206960547,2.01,2.01,si,,si,,si,si,,,si,si,,,si,,si,si,si,7
bpa2019.11326,Campo principal Tambo,240101055737,19.02,19.02,si,,si,si,,si,,,si,,si,,si,,si,si,si,7
bpa2019.11327,La Sentina,270209841964,19.49,19.49,si,,si,,si,si,,,si,si,,,si,,si,si,si,7
bpa2019.11328,Campo principal Tambo,240128366301,0.37,0.37,si,,si,si,,si,,,si,,si,,si,,si,si,si,7
bpa2019.11329,HTSH,190540993835,5,5,si,,si,,si,si,,si,si,,,,si,,si,si,si,7
bpa2019.11330,Colonia Esperanza,360325725601,73.68,49,si,,si,,si,si,,,si,si,,,si,,si,si,si,7
bpa2019.11331,UNIDAD 1,300227482340,83.27,80,si,,si,si,si,si,,,si,,si,,,,si,si,si,7
bpa2019.11332,chingolo,300501482742,9.99,9.9,si,,si,si,si,si,,,si,,si,,,,si,si,si,7
bpa2019.11333,EL 55,360510963101,48.62,48.62,si,,si,si,si,si,,,si,,si,,,,si,si,si,7
bpa2019.11334,EL SOLITARIO,150200664908,98.97,90,,,si,si,si,si,,,si,,si,,si,,si,si,no,7
bpa2019.11335,La Azucena,300611544808,341.61,341,,,si,si,si,si,,,si,,si,,si,,si,si,no,7
bpa2019.11336,San Felipe,160202300585,20.07,20.07,si,,si,si,,si,,,si,,si,,si,,si,si,si,7
bpa2019.11337,Las Rosas,240140679624,33.49,30,si,,si,,si,si,,,si,,si,,si,,si,si,si,7
bpa2019.11338,DON BAUTISTA,240603753021,181.65,181.65,,,si,si,si,si,,,si,,si,,si,,si,si,no,7
bpa2019.11339,Las Peñas,240324004999,3306.33,2300,,si,si,si,si,si,,,,,si,,si,,si,si,no,7
bpa2019.11340,San Felipe,160201779208,21.85,21.85,si,,si,si,,si,,,si,,si,,si,,si,si,si,7
bpa2019.11341,TamboN4,160201783671,10.63,10.63,si,,si,si,si,,,,si,,si,,si,,si,si,si,7
bpa2019.11342,el resero,220107522638,197.93,74,si,,si,si,si,si,,,,,si,,si,,si,si,si,7
bpa2019.11343,Sgarlatta Jose A y Sergio R SH,240607124397,189.53,189,si,,si,si,si,si,,,si,,si,,,,si,si,si,7
bpa2019.11344,EL PORVENIR,170200719461,1763.39,500,si,,si,si,si,si,,,si,,si,,,,si,si,si,7
bpa2019.11345,1,300308208978,37.79,37,si,,si,si,si,si,,,si,,si,,,,si,si,si,7
bpa2019.11346,Belbusti Agro SA,300518049988,70.35,70,si,,si,si,si,,,,si,,si,,si,,si,si,si,7
bpa2019.11347,FONZO,150115740662,40.16,40,,,si,si,si,si,,,si,,si,,si,,si,si,no,7
bpa2019.11348,los cocos,260503151016,72.31,72.31,,,si,si,si,,,,si,,si,si,si,,si,si,si,7
bpa2019.11349,Oscar Carreras SA,300401685514,15.46,15,si,,si,si,si,si,,,si,,,,si,,si,si,si,7
bpa2019.11350,1,300541271191,74.43,74.43,si,,si,si,si,si,,,si,,si,,,,si,si,si,7
bpa2019.11351,Silvia Irene Giletta,190116813126,16.65,16,si,,si,si,si,si,,,si,,,,si,,si,si,si,7
bpa2019.11352,Rocal S.A.,240119304289,639.92,639.92,si,,,si,si,si,,,si,,si,,si,,si,si,si,7
bpa2019.11353,campo LAHERS.SA,310415486943,297.38,297.38,si,si,si,si,si,si,,,si,,,,,,si,si,si,7
bpa2019.11354,chingolo,300506527701,122.76,122.7,si,,si,si,si,si,,,si,,si,,,,si,si,si,7
bpa2019.11355,AGRODOMAL S.A.,180410772131,116.52,116.52,si,,,si,si,si,,,si,,si,,si,,si,si,si,7
bpa2019.11356,Las Rosas,240140679632,1012.33,700,si,,si,,si,si,,,si,,si,,si,,si,si,si,7
bpa2019.11357,CRAVERO,180106189674,51.14,51.14,si,,si,si,si,si,,,si,,,,si,,si,si,si,7
bpa2019.11358,La Sentina,270201392893,19.49,19.49,si,,si,,si,si,,,si,si,,,si,,si,si,si,7
bpa2019.11359,1,300504656661,50.23,50,si,,si,si,si,,,,si,,si,,si,,si,si,si,7
bpa2019.11360,4143,300127160264,196.67,196,si,,si,si,si,si,,,si,,si,,,,si,si,si,7
bpa2019.11361,1,300504208404,95.84,95.84,si,,si,si,si,si,,,si,,si,,,,si,si,si,7
bpa2019.11362,MIS VIEJOS,150119778362,200.83,50,,,si,si,si,si,,,si,,si,,si,,si,si,no,7
bpa2019.11363,AGRODOMAL S.A.,180402914309,351.98,351.98,si,,,si,si,si,,,si,,si,,si,,si,si,si,7
bpa2019.11364,IAS VIGNAUD,300141237024,127.78,127.77,si,,si,si,si,,,,si,,si,,si,,si,si,si,7
bpa2019.11365,Campo principal Tambo,240127380270,23.64,23.64,si,,si,si,,si,,,si,,si,,si,,si,si,si,7
bpa2019.11366,UM1,150103332160,59.62,59,si,,si,si,si,,,,si,,si,,si,,si,si,si,7
bpa2019.11367,DON JOSE,270601380835,44,44,si,si,si,,si,si,,,si,,si,,,,si,si,si,7
bpa2019.11368,HTSH,190608140992,60.14,60,si,,si,,si,si,,si,si,,,,si,,si,si,si,7
bpa2019.11369,1,300302965718,100,100,si,,si,si,si,si,,,si,,si,,,,si,si,si,7
bpa2019.11370,El Peludo,150100689229,73.92,37,,,si,,si,si,,,si,si,,,si,si,si,si,si,7
bpa2019.11371,LOS CHAÑARES,220107523715,320.43,320,si,,si,si,si,si,,,si,,si,,,,si,si,si,7
bpa2019.11372,Cabaña Maria Lucia,190111587225,56.37,56.36,si,,si,si,si,si,,,si,,si,,,,si,si,si,7
bpa2019.11373,HTSH,190600844290,84.57,84.57,si,,si,,si,si,,si,si,,,,si,,si,si,si,7
bpa2019.11374,UM 1,160201780036,121,121,,,si,si,si,si,,,si,,si,,si,,si,si,no,7
bpa2019.11375,Cabaña Maria Lucia,190128095041,62.17,62,si,,si,si,si,si,,,si,,si,,,,si,si,si,7
bpa2019.11376,1,300303354577,9.82,9,si,,si,si,si,si,,,si,,si,,,,si,si,si,7
bpa2019.11377,TRES R,360440509700,143.25,143,si,,si,si,si,,,,,,si,,si,si,si,si,si,7
bpa2019.11378,UNIDAD 1,300101607252,30,30,si,,si,si,si,,,,si,,si,,si,,si,si,si,7
bpa2019.11379,IAS VIGNAUD,300141237032,130.51,130.5,si,,si,si,si,,,,si,,si,,si,,si,si,si,7
bpa2019.11380,UM 1,160208047491,16.83,16.83,,,si,si,si,si,,,si,,si,,si,,si,si,no,7
bpa2019.11915,Establecimiento Don Pedro,190100855775,97.13,90,si,,si,si,si,si,,,si,,si,,si,si,si,si,si,9
bpa2019.11916,Los Chañares,150119430625,360.66,360.66,si,,si,si,si,si,,,si,,si,,si,si,si,si,si,9
bpa2019.11381,Tunales Cordobeses,170309777444,212.83,212.82,si,,,si,si,,,,si,,si,si,si,,si,si,si,7
bpa2019.11382,Belbusti Agro SA,300427417097,100,100,si,,si,si,si,,,,si,,si,,si,,si,si,si,7
bpa2019.11383,Pavin,180419542073,398.45,398.45,si,,si,si,si,si,,,si,,si,,,,si,si,si,7
bpa2019.11384,La Sentina,270206960466,18.2,18.2,si,,si,,si,si,,,si,si,,,si,,si,si,si,7
bpa2019.11385,Los Gallos / La Brava,270417219291,343.56,343.56,,si,si,si,si,si,,,si,,,,si,,si,si,no,7
bpa2019.11386,1,300501478940,64.23,64,si,,si,si,si,,,,si,,si,,si,,si,si,si,7
bpa2019.11387,DON MARINO,360540626401,5.45,5,,,si,si,si,si,,,si,,si,,si,,si,si,no,7
bpa2019.11388,1,300301488550,39.85,39,si,,si,si,si,si,,,si,,si,,,,si,si,si,7
bpa2019.11389,"Establecimiento ""Bella Vista""",270841895646,39.98,39.98,,,si,si,si,si,,,si,,si,,si,,si,si,no,7
bpa2019.11390,La Margarita,300122938356,100.23,100.23,si,,si,si,si,,,,si,,si,,si,,si,si,si,7
bpa2019.11391,Oscar Carreras SA,300401482583,142.48,142,si,,si,si,si,si,,,si,,,,si,,si,si,si,7
bpa2019.11392,1,300502719495,151.09,151,si,,si,si,si,si,,,si,,si,,,,si,si,si,7
bpa2019.11393,MONTE LARGO,300522372947,159.49,159.49,si,,si,si,si,,,,si,,si,,si,,si,si,si,7
bpa2019.11394,GRIMALDI JOSE LUIS,300309032946,263.85,263.85,si,,si,si,si,si,,,si,,si,,,,si,si,si,7
bpa2019.11395,Rocal S.A.,240101063314,518.7,518.7,si,,,si,si,si,,,si,,si,,si,,si,si,si,7
bpa2019.11396,Don Antonio,360202752787,99.56,99,si,,si,si,si,,,,si,,si,,si,,si,si,si,7
bpa2019.11397,Establecimiento Juancito,240505872194,139.92,139.92,si,si,,si,si,si,,,,,si,,si,,si,si,si,7
bpa2019.11917,EL EMBRUJO,360116778374,214.53,214.53,si,,si,si,si,si,,,si,si,si,,,si,si,si,si,9
bpa2019.11398,El Consuelo,270611412794,146.24,146.23,si,,si,si,si,si,,,si,,,,si,,si,si,si,7
bpa2019.11399,Campo principal Tambo,240141726391,17,17,si,,si,si,,si,,,si,,si,,si,,si,si,si,7
bpa2019.11400,San Felipe,160201779186,14.25,14.25,si,,si,si,,si,,,si,,si,,si,,si,si,si,7
bpa2019.11401,El Rodeo,190108127469,154.82,154.82,,,si,si,si,si,,,si,,si,,si,,si,si,no,7
bpa2019.11402,DON MARINO,360502120219,75.8,70,,,si,si,si,si,,,si,,si,,si,,si,si,no,7
bpa2019.11403,Don Miguel,270916529055,118.73,118,,,si,si,si,si,,,si,si,si,,,,si,si,si,7
bpa2019.11404,Los Gallos / La Brava,270423537059,231.77,231.77,,si,si,si,si,si,,,si,,,,si,,si,si,no,7
bpa2019.11405,1,300340649111,241.05,188,si,,si,si,si,,,,si,,si,,si,,si,si,si,7
bpa2019.11406,Quebracho Flojo II,260409676300,64.8,64,si,,si,si,si,si,,,si,,si,,,,si,si,si,7
bpa2019.11407,HTSH,190509855181,15.82,15.82,si,,si,,si,si,,si,si,,,,si,,si,si,si,7
bpa2019.11408,SAN PABLO,300640481963,61.55,61,si,,si,si,si,si,,,si,,si,,,,si,si,si,7
bpa2019.11482,DON JOSE,220303084606,313.23,313,si,,si,si,si,si,,,si,,si,,,,si,si,si,7
bpa2019.11409,La Sentina,270209841905,19.49,19.49,si,,si,,si,si,,,si,si,,,si,,si,si,si,7
bpa2019.11410,Los Almendros,300327145961,33.27,33.27,si,,si,,si,si,,,si,si,,,si,,si,si,si,7
bpa2019.11411,HTSH,190540993789,45.24,45.24,si,,si,,si,si,,si,si,,,,si,,si,si,si,7
bpa2019.11412,SANTA MARGARITA,150440863134,1422.84,1420,,,si,si,si,si,,,si,,si,,si,,si,si,no,7
bpa2019.11413,Las Rosas,240140679616,37.08,30,si,,si,,si,si,,,si,,si,,si,,si,si,si,7
bpa2019.11414,Cabaña Maria Lucia,190119253792,106.39,106.3,si,,si,si,si,si,,,si,,si,,,,si,si,si,7
bpa2019.11415,1,300303446773,27.69,27,si,,si,si,si,si,,,si,,si,,,,si,si,si,7
bpa2019.11416,HTSH,190500952753,16.46,16.4,si,,si,,si,si,,si,si,,,,si,,si,si,si,7
bpa2019.11417,LA ESPERANZA,150200662611,26,26,,,si,si,si,si,,,si,,si,,si,,si,si,no,7
bpa2019.11418,Rocel,300116496520,64.22,64.21,si,,si,si,si,si,,,si,,si,,,,si,si,si,7
bpa2019.11419,Belbusti Agro SA,300402213535,101.48,60,si,,si,si,si,,,,si,,si,,si,,si,si,si,7
bpa2019.11420,HTSH,190504584996,21.18,21.18,si,,si,,si,si,,si,si,,,,si,,si,si,si,7
bpa2019.11421,1,300401476206,274.58,274,si,,si,si,si,si,,,si,,si,,,,si,si,si,7
bpa2019.11422,Hector B Sgarlatta e Hijos S.C.,240603753586,186.24,175,si,,si,si,si,si,,,si,,si,,,,si,si,si,7
bpa2019.11423,1,300501510061,95.84,95.84,si,,si,si,si,si,,,si,,si,,,,si,si,si,7
bpa2019.11424,Lingua y Nicola S.H.,300118777917,135.91,135,si,,si,si,si,,,,si,,si,,si,,si,si,si,7
bpa2019.11425,San Felipe,160201779119,38.84,38.84,si,,si,si,,si,,,si,,si,,si,,si,si,si,7
bpa2019.11426,1,300521363693,54.22,54,,,si,si,si,si,,,si,,si,,si,,si,si,no,7
bpa2019.11427,Retoños,240601089379,2,2,,,si,,si,si,,si,si,,si,,si,,si,si,si,7
bpa2019.11428,El Tilio,300511710794,119.98,119.98,si,,si,si,si,si,,,si,,si,,,,si,si,si,7
bpa2019.11429,El Rodeo,190105295743,178.15,110,,,si,si,si,si,,,si,,si,,si,,si,si,no,7
bpa2019.11430,La Sentina,270206960491,15.83,15.83,si,,si,,si,si,,,si,si,,,si,,si,si,si,7
bpa2019.11431,Campo principal Tambo,240117567011,5.86,5.86,si,,si,si,,si,,,si,,si,,si,,si,si,si,7
bpa2019.11432,Sgarlatta Jose A y Sergio R SH,240619381778,126.25,126,si,,si,si,si,si,,,si,,si,,,,si,si,si,7
bpa2019.11433,EL 55,360520883009,80.22,80.22,si,,si,si,si,si,,,si,,si,,,,si,si,si,7
bpa2019.11434,Quebracho Flojo II,260409706641,100,100,si,,si,si,si,si,,,si,,si,,,,si,si,si,7
bpa2019.11435,DON BAUTISTA,240609406748,23.35,23.35,,,si,si,si,si,,,si,,si,,si,,si,si,no,7
bpa2019.11436,San Felipe,160201779178,38.84,38.84,si,,si,si,,si,,,si,,si,,si,,si,si,si,7
bpa2019.11437,GRIMALDI JOSE LUIS,300327334038,6.21,6.21,si,,si,si,si,si,,,si,,si,,,,si,si,si,7
bpa2019.11438,EL MAMBORETA,300601673138,265.49,265.49,si,,si,si,si,si,,,si,,si,,,,si,si,si,7
bpa2019.11439,SAN BERNARDINO,300201554873,120,120,si,,si,si,si,,,,si,,si,,si,,si,si,si,7
bpa2019.11440,1,300525132921,162.05,162.05,si,,si,si,si,si,,,si,,si,,,,si,si,si,7
bpa2019.11441,Hector B Sgarlatta e Hijos S.C.,240616509790,50,50,si,,si,si,si,si,,,si,,si,,,,si,si,si,7
bpa2019.11442,Campo principal Tambo,240102799713,23.62,23.62,si,,si,si,,si,,,si,,si,,si,,si,si,si,7
bpa2019.11443,GASTALDI,240640596652,41.82,41.18,si,,si,si,si,,,,si,,si,,si,,si,si,si,7
bpa2019.11444,Belbusti Agro SA,300527186840,89.13,89,si,,si,si,si,,,,si,,si,,si,,si,si,si,7
bpa2019.11445,Retoños,240619383045,210.43,180,,,si,,si,si,,si,si,,si,,si,,si,si,si,7
bpa2019.11446,LA DEOLINDA,150212280498,299.54,290,,,si,si,si,,si,,si,,si,,si,,si,si,si,7
bpa2019.11447,La Lagunilla S.A,110103436630,0,0,,si,si,,si,,si,si,si,,,,si,,si,si,si,7
bpa2019.11448,San Felipe,160201779224,21.85,21.85,si,,si,si,,si,,,si,,si,,si,,si,si,si,7
bpa2019.11449,EL POTRILLO,150119434400,187.5,187.5,,,si,si,si,si,,,si,,si,,si,,si,si,no,7
bpa2019.11450,Hector B Sgarlatta e Hijos S.C.,240607115126,148.79,139,si,,si,si,si,si,,,si,,si,,,,si,si,si,7
bpa2019.11451,Cabaña Maria Lucia,190119253644,58.68,58.6,si,,si,si,si,si,,,si,,si,,,,si,si,si,7
bpa2019.11452,1,300304330094,9.22,9,si,,,si,si,si,,,si,,si,,si,,si,si,si,7
bpa2019.11453,La Sentina,270201392923,16.19,16.19,si,,si,,si,si,,,si,si,,,si,,si,si,si,7
bpa2019.11454,1,300502257050,20,20,si,,si,si,si,si,,,si,,si,,,,si,si,si,7
bpa2019.11455,1,300622921701,42.92,42,si,,,si,si,si,,,si,,si,,si,,si,si,si,7
bpa2019.11456,Campo principal Tambo,240140755339,2.11,2.11,si,,si,si,,si,,,si,,si,,si,,si,si,si,7
