Año,activa,ag_tech,agricultura_de_precision,bioinsumos,bpa_total,caminos_rurales,capacitacion,certificaciones,cuenta,economia_circular,efic_energ_y_energia_renov,eje_alianza,eje_persona,eje_planeta,eje_prosperidad,geometry,gestion_de_riesgo,id,indic_agro,integ_comunidad,manejo_de_cultivo_int,manejo_ganaderia_integrada,n_explotacion,nutricion_suelo,participacion_grup_asociativo,pasturas_implantadas,plan_pecuario,polinizacion,responsabilidad_social,rotacion_gramineas,sistema_terraza,superficie,superficie_bpa,tecn_pecuaria,tranqueras_abiertas,trazabilidad,centroide_proj,lon,lat,index_right,localidad
2021-01-01,1,No reportado,si,No reportado,6,No reportado,si,No reportado,130235004560,No reportado,No reportado,No reportado,2.0,3.0,1.0,POINT (4402383.790548022 6569098.415127526),No reportado,bpa2021.8783,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,si,si,No reportado,No reportado,No reportado,No reportado,si,si,10.030000,10.030000,No reportado,No reportado,No reportado,POINT (4402383.836466963 6569098.457156647),-64.022227,-31.013027,22,COLONIA CAROYA
2021-01-01,1,No reportado,No reportado,No reportado,1,No reportado,No reportado,No reportado,170115174641,No reportado,No reportado,No reportado,1.0,,,POINT (4372694.168006021 6606247.221869867),No reportado,bpa2021.8790,No reportado,No reportado,No reportado,No reportado,DON IGNACIO,No reportado,No reportado,No reportado,No reportado,No reportado,si,No reportado,No reportado,125.390000,125.390000,No reportado,No reportado,No reportado,POINT (4372694.208939429 6606247.175262205),-64.328447,-30.675206,413,VILLA ALBERTINA
2021-01-01,1,No reportado,No reportado,No reportado,1,No reportado,No reportado,No reportado,170115174641,No reportado,No reportado,No reportado,1.0,,,POINT (4372694.168006021 6606247.221869867),No reportado,bpa2021.8790,No reportado,No reportado,No reportado,No reportado,DON IGNACIO,No reportado,No reportado,No reportado,No reportado,No reportado,si,No reportado,No reportado,125.390000,125.390000,No reportado,No reportado,No reportado,POINT (4372694.208939429 6606247.175262205),-64.328447,-30.675206,420,CERRO NEGRO
2021-01-01,1,No reportado,si,No reportado,5,No reportado,No reportado,No reportado,240301095377,No reportado,No reportado,No reportado,,3.0,2.0,POINT (4392803.276351439 6403133.231952711),No reportado,bpa2021.8825,No reportado,No reportado,No reportado,No reportado,DON CARLOS,si,No reportado,No reportado,No reportado,No reportado,No reportado,si,si,98.060000,98.000000,No reportado,No reportado,si,POINT (4392803.274964286 6403133.183054328),-64.140750,-32.508665,174,LAS PEÑAS
2021-01-01,1,No reportado,No reportado,No reportado,3,No reportado,si,No reportado,130200562438,No reportado,No reportado,No reportado,2.0,,1.0,POINT (4399889.468403185 6563156.39101158),No reportado,bpa2021.8954,No reportado,No reportado,si,No reportado,PUESTO VIEJO,No reportado,No reportado,No reportado,No reportado,No reportado,si,No reportado,No reportado,6.280000,1.000000,No reportado,No reportado,No reportado,POINT (4399889.504736078 6563156.368319332),-64.048931,-31.066403,22,COLONIA CAROYA
2021-01-01,1,No reportado,si,No reportado,6,No reportado,si,No reportado,130235003717,No reportado,No reportado,No reportado,2.0,3.0,1.0,POINT (4401577.410243405 6571584.830942506),No reportado,bpa2021.8952,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,si,si,No reportado,No reportado,No reportado,No reportado,si,si,10.010000,10.010000,No reportado,No reportado,No reportado,POINT (4401577.419050478 6571584.80466227),-64.030429,-30.990537,22,COLONIA CAROYA
2021-01-01,1,No reportado,si,No reportado,6,No reportado,si,No reportado,130235003831,No reportado,No reportado,No reportado,2.0,3.0,1.0,POINT (4400269.476310583 6571721.448919606),No reportado,bpa2021.8953,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,si,si,No reportado,No reportado,No reportado,No reportado,si,si,10.010000,10.010000,No reportado,No reportado,No reportado,POINT (4400269.51535696 6571721.40856272),-64.044107,-30.989195,22,COLONIA CAROYA
2021-01-01,1,No reportado,si,No reportado,6,No reportado,si,No reportado,130235003831,No reportado,No reportado,No reportado,2.0,3.0,1.0,POINT (4400269.476310583 6571721.448919606),No reportado,bpa2021.8953,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,si,si,No reportado,No reportado,No reportado,No reportado,si,si,10.010000,10.010000,No reportado,No reportado,No reportado,POINT (4400269.51535696 6571721.40856272),-64.044107,-30.989195,27,JESUS MARIA
2021-01-01,1,No reportado,si,No reportado,5,No reportado,No reportado,No reportado,240301099593,No reportado,No reportado,No reportado,,3.0,2.0,POINT (4390894.869135189 6402227.718093327),No reportado,bpa2021.8991,No reportado,No reportado,No reportado,No reportado,DON CARLOS,si,No reportado,No reportado,No reportado,No reportado,No reportado,si,si,147.130000,147.000000,No reportado,No reportado,si,POINT (4390894.869327809 6402227.768515677),-64.161160,-32.516643,174,LAS PEÑAS
2021-01-01,1,No reportado,No reportado,No reportado,1,No reportado,No reportado,No reportado,340517704224,No reportado,No reportado,No reportado,,1.0,,POINT (4379384.547300475 6575396.730658548),No reportado,bpa2021.9071,No reportado,No reportado,No reportado,No reportado,POMPEYA,No reportado,No reportado,si,No reportado,No reportado,No reportado,No reportado,No reportado,37.250000,37.240000,No reportado,No reportado,No reportado,POINT (4379384.519928076 6575396.726859634),-64.262280,-30.954101,390,ASCOCHINGA
2021-01-01,1,No reportado,No reportado,No reportado,4,No reportado,si,No reportado,340124335782,No reportado,No reportado,No reportado,2.0,2.0,,POINT (4385376.434118707 6612844.446943554),No reportado,bpa2021.9099,No reportado,No reportado,No reportado,No reportado,SAN ISIDRO,No reportado,No reportado,si,No reportado,No reportado,si,si,No reportado,41.300000,41.000000,No reportado,No reportado,No reportado,POINT (4385376.42092819 6612844.485312354),-64.195400,-30.616997,82,VILLA GUTIERREZ
2021-01-01,1,No reportado,No reportado,No reportado,5,No reportado,si,No reportado,170120970987,No reportado,No reportado,No reportado,3.0,1.0,1.0,POINT (4371326.409383111 6605817.538498875),No reportado,bpa2021.9137,No reportado,No reportado,No reportado,No reportado,CAPDEVILA,No reportado,si,si,No reportado,No reportado,si,No reportado,No reportado,400.000000,100.000000,si,No reportado,No reportado,POINT (4371326.372711264 6605817.510625074),-64.342770,-30.678934,413,VILLA ALBERTINA
2021-01-01,1,No reportado,No reportado,No reportado,5,No reportado,si,No reportado,170120970987,No reportado,No reportado,No reportado,3.0,1.0,1.0,POINT (4371326.409383111 6605817.538498875),No reportado,bpa2021.9137,No reportado,No reportado,No reportado,No reportado,CAPDEVILA,No reportado,si,si,No reportado,No reportado,si,No reportado,No reportado,400.000000,100.000000,si,No reportado,No reportado,POINT (4371326.372711264 6605817.510625074),-64.342770,-30.678934,420,CERRO NEGRO
2021-01-01,1,No reportado,No reportado,No reportado,2,No reportado,No reportado,No reportado,170408102114,No reportado,No reportado,No reportado,,1.0,1.0,POINT (4366033.511566536 6617993.092986114),No reportado,bpa2021.9138,No reportado,No reportado,No reportado,No reportado,ESTABLECIMIENTO LA CAROLINA,No reportado,No reportado,si,No reportado,No reportado,No reportado,No reportado,No reportado,14.000000,14.000000,si,No reportado,No reportado,POINT (4366033.551306844 6617993.074929034),-64.396413,-30.568559,416,ISCHILIN VIEJO
2021-01-01,1,No reportado,No reportado,No reportado,2,No reportado,No reportado,No reportado,170408102114,No reportado,No reportado,No reportado,,1.0,1.0,POINT (4366033.511566536 6617993.092986114),No reportado,bpa2021.9138,No reportado,No reportado,No reportado,No reportado,ESTABLECIMIENTO LA CAROLINA,No reportado,No reportado,si,No reportado,No reportado,No reportado,No reportado,No reportado,14.000000,14.000000,si,No reportado,No reportado,POINT (4366033.551306844 6617993.074929034),-64.396413,-30.568559,421,ISCHILIN
2021-01-01,1,No reportado,si,No reportado,6,No reportado,si,No reportado,130235003326,No reportado,No reportado,No reportado,2.0,3.0,1.0,POINT (4398163.419415056 6571708.574481855),No reportado,bpa2021.9281,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,si,si,No reportado,No reportado,No reportado,No reportado,si,si,10.330000,10.330000,No reportado,No reportado,No reportado,POINT (4398163.443126461 6571708.534730341),-64.066154,-30.989131,22,COLONIA CAROYA
2021-01-01,1,No reportado,si,No reportado,6,No reportado,si,No reportado,130235003326,No reportado,No reportado,No reportado,2.0,3.0,1.0,POINT (4398163.419415056 6571708.574481855),No reportado,bpa2021.9281,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,si,si,No reportado,No reportado,No reportado,No reportado,si,si,10.330000,10.330000,No reportado,No reportado,No reportado,POINT (4398163.443126461 6571708.534730341),-64.066154,-30.989131,27,JESUS MARIA
2021-01-01,1,No reportado,si,No reportado,6,No reportado,si,No reportado,130235003326,No reportado,No reportado,No reportado,2.0,3.0,1.0,POINT (4398163.419415056 6571708.574481855),No reportado,bpa2021.9281,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,si,si,No reportado,No reportado,No reportado,No reportado,si,si,10.330000,10.330000,No reportado,No reportado,No reportado,POINT (4398163.443126461 6571708.534730341),-64.066154,-30.989131,344,SINSACATE
2021-01-01,1,No reportado,No reportado,No reportado,4,No reportado,si,No reportado,130224325194,No reportado,No reportado,No reportado,2.0,,2.0,POINT (4399788.278865205 6568057.611163921),No reportado,bpa2021.9412,No reportado,No reportado,si,No reportado,CHACRA IRAHOLA TOMAS,No reportado,si,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,2.800000,2.000000,No reportado,No reportado,si,POINT (4399788.269124895 6568057.63849782),-64.049506,-31.022195,22,COLONIA CAROYA
2021-01-01,1,No reportado,si,No reportado,6,No reportado,si,No reportado,130235003300,No reportado,No reportado,No reportado,2.0,3.0,1.0,POINT (4397734.400041033 6571925.567061614),No reportado,bpa2021.9447,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,si,si,No reportado,No reportado,No reportado,No reportado,si,si,10.570000,10.570000,No reportado,No reportado,No reportado,POINT (4397734.438089576 6571925.612107504),-64.070623,-30.987137,22,COLONIA CAROYA
2021-01-01,1,No reportado,si,No reportado,6,No reportado,si,No reportado,130235003300,No reportado,No reportado,No reportado,2.0,3.0,1.0,POINT (4397734.400041033 6571925.567061614),No reportado,bpa2021.9447,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,si,si,No reportado,No reportado,No reportado,No reportado,si,si,10.570000,10.570000,No reportado,No reportado,No reportado,POINT (4397734.438089576 6571925.612107504),-64.070623,-30.987137,27,JESUS MARIA
2021-01-01,1,No reportado,si,No reportado,6,No reportado,si,No reportado,130235003300,No reportado,No reportado,No reportado,2.0,3.0,1.0,POINT (4397734.400041033 6571925.567061614),No reportado,bpa2021.9447,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,si,si,No reportado,No reportado,No reportado,No reportado,si,si,10.570000,10.570000,No reportado,No reportado,No reportado,POINT (4397734.438089576 6571925.612107504),-64.070623,-30.987137,344,SINSACATE
2021-01-01,1,No reportado,No reportado,No reportado,3,No reportado,No reportado,No reportado,130200565674,No reportado,No reportado,No reportado,1.0,1.0,1.0,POINT (4398202.350245136 6565150.303683236),No reportado,bpa2021.9448,No reportado,No reportado,si,No reportado,FINCA SANGOY,No reportado,si,No reportado,No reportado,No reportado,No reportado,si,No reportado,2.090000,2.090000,No reportado,No reportado,No reportado,POINT (4398202.394252747 6565150.326938203),-64.066405,-31.048277,22,COLONIA CAROYA
2021-01-01,1,No reportado,No reportado,No reportado,3,No reportado,No reportado,No reportado,340117707836,No reportado,No reportado,No reportado,1.0,1.0,1.0,POINT (4408492.030394261 6615807.789451165),No reportado,bpa2021.9572,No reportado,No reportado,No reportado,No reportado,EL TRIÁNGULO,No reportado,No reportado,si,No reportado,No reportado,si,No reportado,No reportado,460.610000,460.000000,si,No reportado,No reportado,POINT (4408492.005813084 6615807.746701143),-63.954099,-30.592263,340,LAS PEÑAS
2021-01-01,1,No reportado,No reportado,No reportado,4,No reportado,si,No reportado,350415098643,No reportado,No reportado,No reportado,2.0,1.0,1.0,POINT (4410148.579134393 6641790.9221754465),No reportado,bpa2021.9574,No reportado,No reportado,No reportado,No reportado,ASOCIACIÓN COOPERADORA DEL INSTITUTO PROVINCIAL DE EDUCACIÓN MEDIA 223,No reportado,No reportado,si,No reportado,No reportado,si,No reportado,No reportado,5.550000,5.550000,si,No reportado,No reportado,POINT (4410148.589743738 6641790.942264123),-63.934588,-30.358043,351,SAN JOSE DE LA DORMIDA
2021-01-01,1,No reportado,si,No reportado,6,No reportado,si,No reportado,130235003377,No reportado,No reportado,No reportado,2.0,3.0,1.0,POINT (4397616.037539545 6571449.158376001),No reportado,bpa2021.9617,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,si,si,No reportado,No reportado,No reportado,No reportado,si,si,10.460000,10.460000,No reportado,No reportado,No reportado,POINT (4397616.082299529 6571449.209992799),-64.071910,-30.991423,22,COLONIA CAROYA
2021-01-01,1,No reportado,si,No reportado,6,No reportado,si,No reportado,130235003377,No reportado,No reportado,No reportado,2.0,3.0,1.0,POINT (4397616.037539545 6571449.158376001),No reportado,bpa2021.9617,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,si,si,No reportado,No reportado,No reportado,No reportado,si,si,10.460000,10.460000,No reportado,No reportado,No reportado,POINT (4397616.082299529 6571449.209992799),-64.071910,-30.991423,27,JESUS MARIA
2021-01-01,1,No reportado,si,No reportado,6,No reportado,si,No reportado,130235003377,No reportado,No reportado,No reportado,2.0,3.0,1.0,POINT (4397616.037539545 6571449.158376001),No reportado,bpa2021.9617,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,si,si,No reportado,No reportado,No reportado,No reportado,si,si,10.460000,10.460000,No reportado,No reportado,No reportado,POINT (4397616.082299529 6571449.209992799),-64.071910,-30.991423,344,SINSACATE
2021-01-01,1,No reportado,si,No reportado,6,No reportado,si,No reportado,130235003580,No reportado,No reportado,No reportado,2.0,3.0,1.0,POINT (4402699.805824027 6571634.198469045),No reportado,bpa2021.9619,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,si,si,No reportado,No reportado,No reportado,No reportado,si,si,10.010000,10.010000,No reportado,No reportado,No reportado,POINT (4402699.791510496 6571634.1874811025),-64.018675,-30.990185,22,COLONIA CAROYA
2021-01-01,1,No reportado,si,No reportado,6,No reportado,si,No reportado,130235004446,No reportado,No reportado,No reportado,2.0,3.0,1.0,POINT (4402211.219230708 6570394.098437939),No reportado,bpa2021.9620,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,si,si,No reportado,No reportado,No reportado,No reportado,si,si,10.010000,10.010000,No reportado,No reportado,No reportado,POINT (4402211.229728176 6570394.123753699),-64.023909,-31.001328,22,COLONIA CAROYA
2021-01-01,1,No reportado,No reportado,No reportado,2,No reportado,si,No reportado,340301966836,No reportado,No reportado,No reportado,2.0,,,POINT (4388224.987840434 6608701.58211123),No reportado,bpa2021.9752,No reportado,No reportado,No reportado,No reportado,SANTA ROSA,No reportado,si,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,58.430000,58.430000,No reportado,No reportado,No reportado,POINT (4388225.016040497 6608701.55550416),-64.166146,-30.654628,82,VILLA GUTIERREZ
2021-01-01,1,No reportado,No reportado,No reportado,4,No reportado,si,No reportado,130228340481,No reportado,No reportado,No reportado,3.0,,1.0,POINT (4400183.578708935 6570706.129420157),No reportado,bpa2021.9761,No reportado,No reportado,si,No reportado,QUINTA LONDERO,No reportado,si,No reportado,No reportado,No reportado,si,No reportado,No reportado,8.470000,2.000000,No reportado,No reportado,No reportado,POINT (4400183.590721168 6570706.104175493),-64.045106,-30.998344,22,COLONIA CAROYA
2021-01-01,1,No reportado,No reportado,No reportado,4,No reportado,si,No reportado,130228340481,No reportado,No reportado,No reportado,3.0,,1.0,POINT (4400183.578708935 6570706.129420157),No reportado,bpa2021.9761,No reportado,No reportado,si,No reportado,QUINTA LONDERO,No reportado,si,No reportado,No reportado,No reportado,si,No reportado,No reportado,8.470000,2.000000,No reportado,No reportado,No reportado,POINT (4400183.590721168 6570706.104175493),-64.045106,-30.998344,27,JESUS MARIA
2021-01-01,1,No reportado,No reportado,No reportado,3,No reportado,si,No reportado,130228340481,No reportado,No reportado,No reportado,2.0,,1.0,POINT (4400183.578708935 6570706.129420157),No reportado,bpa2021.9762,No reportado,No reportado,si,No reportado,QUINTA  NEMESIO,No reportado,No reportado,No reportado,No reportado,No reportado,si,No reportado,No reportado,8.470000,8.170000,No reportado,No reportado,No reportado,POINT (4400183.590721168 6570706.104175493),-64.045106,-30.998344,22,COLONIA CAROYA
2021-01-01,1,No reportado,No reportado,No reportado,3,No reportado,si,No reportado,130228340481,No reportado,No reportado,No reportado,2.0,,1.0,POINT (4400183.578708935 6570706.129420157),No reportado,bpa2021.9762,No reportado,No reportado,si,No reportado,QUINTA  NEMESIO,No reportado,No reportado,No reportado,No reportado,No reportado,si,No reportado,No reportado,8.470000,8.170000,No reportado,No reportado,No reportado,POINT (4400183.590721168 6570706.104175493),-64.045106,-30.998344,27,JESUS MARIA
2021-01-01,1,No reportado,si,No reportado,6,No reportado,si,No reportado,130235004152,No reportado,No reportado,No reportado,2.0,3.0,1.0,POINT (4403066.645331122 6571277.279528898),No reportado,bpa2021.9805,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,si,si,No reportado,No reportado,No reportado,No reportado,si,si,10.010000,10.010000,No reportado,No reportado,No reportado,POINT (4403066.670328861 6571277.2352120355),-64.014869,-30.993434,22,COLONIA CAROYA
2021-01-01,1,No reportado,si,No reportado,6,No reportado,si,No reportado,130235004497,No reportado,No reportado,No reportado,2.0,3.0,1.0,POINT (4402298.368320248 6569746.320637057),No reportado,bpa2021.9807,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,si,si,No reportado,No reportado,No reportado,No reportado,si,si,10.010000,10.010000,No reportado,No reportado,No reportado,POINT (4402298.390821294 6569746.352509995),-64.023059,-31.007177,22,COLONIA CAROYA
2021-01-01,1,No reportado,si,No reportado,6,No reportado,si,No reportado,130235003709,No reportado,No reportado,No reportado,2.0,3.0,1.0,POINT (4401389.527908502 6571767.605839449),No reportado,bpa2021.10004,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,si,si,No reportado,No reportado,No reportado,No reportado,si,si,10.010000,10.010000,No reportado,No reportado,No reportado,POINT (4401389.497640349 6571767.641381501),-64.032378,-30.988873,22,COLONIA CAROYA
2021-01-01,1,No reportado,si,No reportado,6,No reportado,si,No reportado,130235005019,No reportado,No reportado,No reportado,2.0,3.0,1.0,POINT (4403877.212526648 6568772.393132074),No reportado,bpa2021.10005,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,si,si,No reportado,No reportado,No reportado,No reportado,si,si,9.970000,9.970000,No reportado,No reportado,No reportado,POINT (4403877.190824687 6568772.422274426),-64.006621,-31.016090,22,COLONIA CAROYA
2021-01-01,1,No reportado,No reportado,No reportado,4,No reportado,si,No reportado,130204309729,No reportado,No reportado,No reportado,2.0,,2.0,POINT (4396006.649842728 6566563.14049136),No reportado,bpa2021.10006,No reportado,No reportado,si,No reportado,ESTABLECIMIENTO SANDOVAL JEREZ EDUARDO,No reportado,si,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,1.270000,1.270000,No reportado,No reportado,si,POINT (4396006.660105933 6566563.118597275),-64.089258,-31.035344,22,COLONIA CAROYA
2021-01-01,1,No reportado,No reportado,No reportado,5,No reportado,si,No reportado,170400716181,No reportado,No reportado,No reportado,3.0,1.0,1.0,POINT (4367947.662745077 6603634.63627533),No reportado,bpa2021.10018,No reportado,No reportado,No reportado,No reportado,OJITO DE AGUA,No reportado,si,si,No reportado,No reportado,si,No reportado,No reportado,100.000000,100.000000,si,No reportado,No reportado,POINT (4367947.621775215 6603634.617554329),-64.378300,-30.698249,413,VILLA ALBERTINA
2021-01-01,1,No reportado,No reportado,No reportado,5,No reportado,si,No reportado,170400716181,No reportado,No reportado,No reportado,3.0,1.0,1.0,POINT (4367947.662745077 6603634.63627533),No reportado,bpa2021.10018,No reportado,No reportado,No reportado,No reportado,OJITO DE AGUA,No reportado,si,si,No reportado,No reportado,si,No reportado,No reportado,100.000000,100.000000,si,No reportado,No reportado,POINT (4367947.621775215 6603634.617554329),-64.378300,-30.698249,420,CERRO NEGRO
2021-01-01,1,No reportado,No reportado,No reportado,1,No reportado,No reportado,No reportado,130217732795,No reportado,No reportado,No reportado,,1.0,,POINT (4390371.740805009 6571271.32650022),No reportado,bpa2021.10174,No reportado,No reportado,No reportado,No reportado,ALQUILER RIGONI- LOS MOLLES,si,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,259.520000,137.000000,No reportado,No reportado,No reportado,POINT (4390371.7219870845 6571271.3693864085),-64.147761,-30.992375,27,JESUS MARIA
2021-01-01,1,No reportado,si,No reportado,6,No reportado,si,No reportado,130235004144,No reportado,No reportado,No reportado,2.0,3.0,1.0,POINT (4402887.662567268 6571451.401014601),No reportado,bpa2021.10175,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,si,si,No reportado,No reportado,No reportado,No reportado,si,si,10.010000,10.010000,No reportado,No reportado,No reportado,POINT (4402887.70692625 6571451.3564461535),-64.016726,-30.991849,22,COLONIA CAROYA
2021-01-01,1,No reportado,si,No reportado,7,No reportado,No reportado,No reportado,240342442308,No reportado,No reportado,No reportado,1.0,3.0,3.0,POINT (4394335.326235286 6401220.10290857),No reportado,bpa2021.10373,No reportado,No reportado,No reportado,No reportado,DON CAMILO,si,si,si,No reportado,No reportado,No reportado,si,No reportado,58.390000,58.000000,si,No reportado,si,POINT (4394335.343992321 6401220.151474642),-64.124664,-32.526060,174,LAS PEÑAS
2021-01-01,1,No reportado,No reportado,No reportado,3,No reportado,si,No reportado,170218103131,No reportado,No reportado,No reportado,2.0,,1.0,POINT (4358009.8936223 6658346.380470289),No reportado,bpa2021.10400,No reportado,No reportado,No reportado,No reportado,IPEQ,No reportado,No reportado,No reportado,No reportado,No reportado,si,No reportado,No reportado,3.790000,1.000000,si,No reportado,No reportado,POINT (4358009.908824178 6658346.388985621),-64.474550,-30.203751,81,QUILINO
2021-01-01,1,No reportado,No reportado,No reportado,3,No reportado,si,No reportado,170218103131,No reportado,No reportado,No reportado,2.0,,1.0,POINT (4358009.8936223 6658346.380470289),No reportado,bpa2021.10400,No reportado,No reportado,No reportado,No reportado,IPEQ,No reportado,No reportado,No reportado,No reportado,No reportado,si,No reportado,No reportado,3.790000,1.000000,si,No reportado,No reportado,POINT (4358009.908824178 6658346.388985621),-64.474550,-30.203751,414,VILLA QUILINO
2021-01-01,1,si,No reportado,No reportado,6,No reportado,No reportado,No reportado,340326074131,No reportado,No reportado,No reportado,1.0,2.0,3.0,POINT (4413366.211591384 6610712.745165886),No reportado,bpa2021.10548,No reportado,No reportado,No reportado,No reportado,EST. QUEBRACHO FLOJO,si,No reportado,No reportado,No reportado,No reportado,si,si,No reportado,607.650000,607.650000,si,No reportado,si,POINT (4413366.164513359 6610712.696236704),-63.903711,-30.638578,341,LOS MISTOLES
2021-01-01,1,No reportado,si,No reportado,6,No reportado,si,No reportado,130235004365,No reportado,No reportado,No reportado,2.0,3.0,1.0,POINT (4403416.784459868 6569781.278163468),No reportado,bpa2021.10573,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,si,si,No reportado,No reportado,No reportado,No reportado,si,si,10.010000,10.010000,No reportado,No reportado,No reportado,POINT (4403416.763598066 6569781.257872619),-64.011346,-31.006954,22,COLONIA CAROYA
2021-01-01,1,No reportado,No reportado,No reportado,4,No reportado,si,No reportado,340124335791,No reportado,No reportado,No reportado,2.0,2.0,,POINT (4386450.871013034 6612915.579755124),No reportado,bpa2021.10699,No reportado,No reportado,No reportado,No reportado,SAN ISIDRO,No reportado,No reportado,si,No reportado,No reportado,si,si,No reportado,141.520000,141.000000,No reportado,No reportado,No reportado,POINT (4386450.859144773 6612915.548053319),-64.184189,-30.616458,82,VILLA GUTIERREZ
2021-01-01,1,No reportado,No reportado,No reportado,2,No reportado,si,No reportado,340310559755,No reportado,No reportado,No reportado,2.0,,,POINT (4389305.881004833 6606967.506764841),No reportado,bpa2021.10677,No reportado,No reportado,No reportado,No reportado,SANTA ROSA,No reportado,si,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,50.970000,50.000000,No reportado,No reportado,No reportado,POINT (4389305.902210681 6606967.559732164),-64.155057,-30.670367,82,VILLA GUTIERREZ
2021-01-01,1,No reportado,si,No reportado,6,No reportado,si,No reportado,130235003512,No reportado,No reportado,No reportado,2.0,3.0,1.0,POINT (4399271.423567048 6571423.172989751),No reportado,bpa2021.10730,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,si,si,No reportado,No reportado,No reportado,No reportado,si,si,11.630000,11.630000,No reportado,No reportado,No reportado,POINT (4399271.470432685 6571423.224782793),-64.054584,-30.991800,22,COLONIA CAROYA
2021-01-01,1,No reportado,si,No reportado,6,No reportado,si,No reportado,130235003512,No reportado,No reportado,No reportado,2.0,3.0,1.0,POINT (4399271.423567048 6571423.172989751),No reportado,bpa2021.10730,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,si,si,No reportado,No reportado,No reportado,No reportado,si,si,11.630000,11.630000,No reportado,No reportado,No reportado,POINT (4399271.470432685 6571423.224782793),-64.054584,-30.991800,27,JESUS MARIA
2021-01-01,1,No reportado,si,No reportado,6,No reportado,si,No reportado,130235003296,No reportado,No reportado,No reportado,2.0,3.0,1.0,POINT (4397360.007720535 6571885.475835832),No reportado,bpa2021.10731,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,si,si,No reportado,No reportado,No reportado,No reportado,si,si,10.840000,10.840000,No reportado,No reportado,No reportado,POINT (4397360.00169033 6571885.447913238),-64.074546,-30.987466,22,COLONIA CAROYA
2021-01-01,1,No reportado,si,No reportado,6,No reportado,si,No reportado,130235003296,No reportado,No reportado,No reportado,2.0,3.0,1.0,POINT (4397360.007720535 6571885.475835832),No reportado,bpa2021.10731,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,si,si,No reportado,No reportado,No reportado,No reportado,si,si,10.840000,10.840000,No reportado,No reportado,No reportado,POINT (4397360.00169033 6571885.447913238),-64.074546,-30.987466,27,JESUS MARIA
2021-01-01,1,No reportado,si,No reportado,6,No reportado,si,No reportado,130235003296,No reportado,No reportado,No reportado,2.0,3.0,1.0,POINT (4397360.007720535 6571885.475835832),No reportado,bpa2021.10731,No reportado,No reportado,No reportado,No reportado,LA FLORIDA,si,si,No reportado,No reportado,No reportado,No reportado,si,si,10.840000,10.840000,No reportado,No reportado,No reportado,POINT (4397360.00169033 6571885.447913238),-64.074546,-30.987466,344,SINSACATE
2021-01-01,1,No reportado,No reportado,No reportado,4,No reportado,si,No reportado,130209468345,No reportado,No reportado,No reportado,2.0,,2.0,POINT (4399092.556414079 6574407.024718294),No reportado,bpa2021.10732,No reportado,No reportado,si,No reportado,CHACRA BANCHIO PABLO GABRIEL,No reportado,si,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,36.760000,36.000000,No reportado,No reportado,si,POINT (4399092.567774818 6574407.042714502),-64.056160,-30.964876,22,COLONIA CAROYA
2021-01-01,1,No reportado,No reportado,No reportado,4,No reportado,si,No reportado,130209468345,No reportado,No reportado,No reportado,2.0,,2.0,POINT (4399092.556414079 6574407.024718294),No reportado,bpa2021.10732,No reportado,No reportado,si,No reportado,CHACRA BANCHIO PABLO GABRIEL,No reportado,si,No reportado,No reportado,No reportado,No reportado,No reportado,No reportado,36.760000,36.000000,No reportado,No reportado,si,POINT (4399092.567774818 6574407.042714502),-64.056160,-30.964876,27,JESUS MARIA
